time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action
262843,-434,911,257,-963,138,101,48,1009,-48,0
262859,-434,911,257,-972,138,90,48,1009,-29,0
262875,-444,911,277,-954,138,111,48,1009,-29,0
262890,-434,911,257,-963,148,90,67,1000,-29,0
262906,-434,911,257,-963,148,90,58,1000,0,0
262921,-424,892,267,-954,120,90,48,1019,-48,0
262937,-424,911,267,-963,138,90,48,1019,-58,0
262953,-434,901,257,-954,138,121,58,1000,-29,0
262968,-444,921,277,-945,138,101,58,1000,-29,0
262984,-444,921,247,-954,157,111,58,1019,-38,0
263000,-444,921,247,-963,148,131,58,1019,-38,0
263015,-444,901,267,-963,138,80,58,1000,-19,0
263031,-444,911,257,-954,129,101,48,1009,-29,0
263046,-434,911,257,-945,129,101,38,1019,-48,0
263062,-434,911,267,-963,138,121,58,1009,-38,0
263078,-434,911,277,-954,129,121,58,1019,-29,0
263093,-434,911,277,-963,138,121,48,1019,-19,0
263109,-434,901,257,-954,129,101,58,1009,-29,0
263125,-444,901,267,-954,148,80,48,1028,-58,0
263140,-434,911,267,-963,138,90,48,1028,-58,0
263156,-434,911,267,-963,148,101,48,1009,-29,0
263171,-444,901,267,-963,138,111,48,1028,-48,0
263187,-434,921,247,-945,129,111,58,1028,-48,0
263203,-434,882,257,-954,157,111,58,1009,-48,0
263218,-434,882,257,-954,148,90,38,1028,-29,0
263234,-434,911,267,-954,129,111,38,1028,-48,0
263250,-434,901,267,-954,120,121,48,1009,-48,0
263265,-434,901,267,-963,129,90,48,1019,-38,0
263281,-444,901,277,-945,138,90,48,1028,-29,0
263296,-444,901,277,-963,120,80,58,990,-19,0
263312,-424,921,257,-954,138,90,38,1019,-38,0
263328,-424,931,257,-954,129,111,48,1019,-58,0
263343,-424,931,257,-945,129,90,67,1000,-29,0
263359,-424,921,277,-954,138,101,58,1000,-48,0
263375,-424,921,277,-954,138,101,67,1009,-38,0
263390,-444,911,287,-972,157,101,67,1009,-48,0
263406,-444,901,277,-972,138,101,67,1019,-48,0
263421,-444,901,277,-954,138,101,48,1019,-38,0
263437,-424,901,267,-954,129,131,67,1019,-38,0
263453,-424,901,267,-963,129,121,67,1009,-29,0
263468,-424,901,267,-963,148,101,67,1019,-58,0
263484,-424,901,267,-945,129,121,67,1009,-29,0
263500,-434,892,287,-963,129,131,77,1000,-19,0
263515,-434,892,287,-954,138,90,77,1009,-19,0
263531,-434,921,267,-945,120,101,48,1019,-38,0
263546,-434,921,267,-972,148,90,58,1019,-19,0
263562,-434,921,267,-972,148,90,67,1019,-48,0
263578,-434,921,267,-954,129,70,58,1047,-48,0
263593,-434,921,267,-945,129,90,67,1019,-9,0
263609,-434,921,267,-963,138,101,67,1009,-29,0
263625,-434,921,267,-936,129,101,67,1028,-58,0
263640,-434,921,267,-954,138,80,67,1028,-38,0
263656,-434,921,267,-963,129,90,77,1009,-38,0
263671,-434,921,267,-945,120,101,97,1009,-38,0
263687,-434,921,267,-954,138,90,97,1009,-29,0
263703,-434,921,267,-945,129,101,87,1009,-38,0
263718,-434,921,267,-972,138,101,77,1009,-19,0
263734,-434,921,267,-954,148,80,87,1009,-29,0
263750,-424,941,227,-963,129,90,97,1019,-19,0
263765,-444,941,247,-963,120,121,77,1009,-29,0
263781,-444,941,247,-945,148,101,97,1019,-48,0
263796,-424,911,247,-954,129,80,87,1009,-29,0
263812,-424,911,267,-963,148,90,77,1009,-29,0
263828,-434,911,267,-963,138,90,97,1000,-38,0
263843,-434,911,267,-954,138,101,97,1000,-19,0
263859,-434,931,257,-963,129,121,77,1009,-29,0
263875,-434,931,257,-954,120,121,77,1019,-19,0
263890,-424,921,237,-954,138,111,97,1000,9,0
263906,-434,901,267,-954,129,111,87,1028,-9,0
263921,-434,901,267,-972,129,90,87,1028,-19,0
263937,-434,921,257,-972,138,90,87,1009,-29,0
263953,-434,921,257,-954,138,121,87,1009,-29,0
263968,-434,921,267,-963,138,121,87,1028,-19,0
263984,-434,921,267,-954,148,90,97,1019,-29,0
264000,-434,921,257,-963,129,101,87,1019,0,0
264015,-434,911,277,-954,148,101,87,1019,0,0
264031,-444,901,257,-963,138,111,106,1019,-29,0
264046,-444,901,257,-954,129,101,97,1009,19,0
264062,-444,911,267,-963,129,101,97,1019,-38,0
264078,-454,921,267,-945,129,101,116,1000,-9,0
264093,-454,921,267,-954,138,70,116,1000,-9,0
264109,-444,911,257,-954,129,111,116,1019,-9,0
264125,-444,911,257,-963,148,111,116,1009,-9,0
264140,-414,911,247,-954,157,60,106,1019,-9,0
264156,-444,901,267,-954,138,80,106,1019,-9,0
264171,-444,901,267,-963,148,80,116,1009,-9,0
264187,-424,911,257,-954,129,80,97,1019,9,0
264203,-424,911,257,-954,120,80,106,1009,-29,0
264218,-434,911,257,-972,138,101,106,1009,-29,0
264234,-424,921,257,-954,129,131,106,1028,-9,0
264250,-424,921,257,-963,129,111,106,1019,-29,0
264265,-424,911,247,-972,129,121,106,1019,0,0
264281,-424,911,247,-954,120,141,106,1019,0,0
264296,-424,901,257,-954,138,141,126,1009,48,0
264312,-444,921,267,-954,120,121,106,1000,0,0
264328,-424,911,267,-972,129,101,106,1000,0,0
264343,-434,921,267,-972,138,90,87,1009,9,0
264359,-424,911,267,-963,148,60,97,1009,-29,0
264375,-434,911,277,-972,138,101,106,1019,-9,0
264390,-424,921,247,-972,138,101,106,1019,9,0
264406,-424,921,247,-963,148,90,116,1009,0,0
264421,-424,921,257,-981,148,121,126,1000,9,0
264437,-434,911,257,-981,111,131,145,1009,48,0
264453,-444,921,267,-972,129,111,126,1028,58,0
264468,-434,931,257,-963,120,90,116,1028,38,0
264484,-434,921,287,-954,111,111,106,1019,29,0
264500,-434,901,237,-963,120,121,106,1009,19,0
264515,-434,921,267,-963,120,121,126,1000,9,0
264531,-434,901,257,-981,120,121,106,1038,9,0
264546,-444,901,277,-981,120,121,97,1009,9,0
264562,-434,892,257,-990,138,111,77,1019,19,0
264578,-434,901,267,-1000,148,131,87,1019,0,0
264593,-424,921,257,-972,157,101,77,1047,-9,0
264609,-424,921,287,-972,157,101,67,1028,0,0
264625,-434,921,237,-936,157,90,87,1028,0,0
264640,-424,911,267,-863,129,90,87,1019,-9,0
264656,-444,901,257,-890,148,70,87,1038,-9,0
264671,-454,911,277,-881,129,80,126,1009,-9,0
264687,-424,921,277,-881,101,90,106,1028,9,0
264703,-434,901,267,-881,111,111,116,1028,-29,0
264718,-424,911,267,-872,101,141,116,1019,-19,0
264734,-434,921,257,-890,111,141,106,1000,-9,0
264750,-424,911,257,-1100,185,90,126,1019,-19,0
264765,-444,911,257,-1018,111,191,116,1019,-9,0
264781,-454,911,247,-972,138,181,87,1038,0,0
264796,-434,921,267,-981,166,141,67,1047,-48,0
264812,-434,921,247,-972,157,141,58,1038,-58,0
264828,-434,921,277,-936,175,121,29,1047,-38,0
264843,-434,901,257,-936,166,80,29,1038,-58,0
264859,-424,911,257,-927,166,80,29,1000,-29,0
264875,-444,931,257,-954,148,90,38,1019,-38,0
264890,-424,931,257,-963,157,131,58,1019,-48,0
264906,-424,941,237,-963,129,111,67,990,-29,0
264921,-424,941,237,-954,129,101,58,990,-38,0
264937,-414,941,257,-972,138,121,67,1019,-77,0
264953,-414,941,267,-963,138,131,87,1009,-77,0
264968,-393,950,257,-954,148,131,58,1019,-58,0
264984,-414,921,267,-954,138,121,48,1038,-77,0
265000,-414,931,247,-954,138,121,58,1019,-77,0
265015,-393,892,287,-954,129,131,58,1019,-77,0
265031,-414,941,297,-936,148,131,58,1000,-87,0
265046,-353,901,356,-972,148,131,48,1000,-77,0
265062,-353,901,356,-954,166,111,29,961,-87,0
265078,-252,921,465,-954,166,111,9,990,-106,0
265093,-111,970,445,-954,138,141,19,1047,-97,0
265109,-181,1000,405,-972,148,131,19,1028,-77,0
265125,-181,1000,405,-972,148,131,9,1000,-87,0
265140,-232,990,376,-954,129,141,0,1019,-97,0
265156,-252,980,326,-963,148,151,-29,1019,-87,0
265171,-323,980,326,-963,138,121,-19,1028,-77,0
265187,-343,950,277,-963,138,141,-29,1009,-77,0
265203,-363,921,247,-963,138,121,-9,1009,-87,0
265218,-414,901,227,-954,138,131,0,990,-97,0
265234,-444,892,198,-963,138,111,9,990,-116,0
265250,-494,872,178,-954,129,131,0,1009,-126,0
265265,-545,872,108,-954,148,111,9,1000,-106,0
265281,-555,843,128,-954,157,131,9,1009,-116,0
265296,-575,843,118,-954,148,101,-19,1009,-116,0
265312,-575,843,118,-972,148,121,-19,1009,-116,0
265328,-616,872,79,-954,148,90,-67,1028,-97,0
265343,-717,1029,405,-954,157,111,-106,1047,-135,0
265359,-191,1029,346,-954,157,121,-135,1038,-135,0
265375,-161,990,297,-954,166,121,-116,1009,-87,0
265390,-161,990,297,-963,148,111,-97,1009,-106,0
265406,-353,960,287,-963,166,90,-97,990,-116,0
265421,-333,941,326,-963,166,90,-77,961,-126,0
265437,-343,911,316,-945,185,70,-97,990,-116,0
265453,-323,931,356,-936,185,40,-106,1009,-145,0
265468,-282,941,316,-945,175,60,-116,1066,-116,0
265484,-282,941,316,-945,175,60,-97,1047,-116,0
265500,-333,950,326,-945,175,70,-106,1019,-135,0
265515,-333,950,306,-945,166,80,-106,1019,-135,0
265531,-323,931,316,-972,166,101,-126,990,-145,0
265546,-323,931,316,-963,166,121,-155,1000,-126,0
265562,-343,941,316,-981,148,141,-145,1009,-126,0
265578,-323,931,326,-972,175,161,-135,1000,-126,0
265593,-323,931,326,-954,129,181,-126,1057,-126,0
265609,-333,941,336,-972,138,121,-126,1076,-116,0
265625,-323,950,326,-963,138,121,-135,1057,-165,0
265640,-333,921,326,-954,129,141,-135,1038,-155,0
265656,-333,921,326,-945,148,80,-135,1038,-165,0
265671,-323,921,346,-945,157,101,-165,1047,-126,0
265687,-323,931,336,-972,175,101,-203,1076,-116,0
265703,-333,941,346,-963,166,80,-194,1000,-165,0
265718,-333,931,336,-954,175,101,-184,923,-174,0
265734,-323,921,336,-972,185,121,-223,933,-174,0
265750,-333,950,356,-954,194,111,-223,971,-194,0
265765,-323,941,336,-936,194,101,-281,990,-184,0
265781,-343,931,346,-954,194,90,-281,1009,-194,0
265796,-343,921,336,-945,222,90,-291,990,-194,0
265812,-343,921,326,-945,240,80,-242,952,-213,0
265828,-353,911,306,-927,250,60,-194,961,-223,0
265843,-343,921,326,-927,268,40,-174,971,-184,0
265859,-343,931,356,-927,259,30,-203,1038,-184,0
265875,-333,931,336,-918,259,30,-213,1019,-97,0
265890,-323,931,346,-936,259,70,-242,1047,-203,0
265906,-333,950,306,-963,250,80,-233,1000,-174,0
265921,-323,931,336,-945,250,90,-213,961,-184,0
265937,-313,941,316,-945,250,121,-252,980,-194,0
265953,-323,921,356,-936,250,131,-281,980,-174,0
265968,-323,931,346,-945,268,141,-271,1000,-203,0
265984,-323,931,336,-936,259,121,-262,1038,-184,0
266000,-323,911,326,-927,277,90,-252,1047,-194,0
266015,-323,911,346,-927,287,80,-242,1028,-126,0
266031,-323,911,346,-909,277,80,-242,1019,-145,0
266046,-333,921,346,-918,268,60,-242,1000,-135,0
266062,-323,931,356,-918,268,40,-203,980,-145,0
266078,-313,950,346,-954,268,70,-203,980,-145,0
266093,-313,931,336,-963,287,50,-194,971,-165,0
266109,-303,941,336,-918,268,90,-223,1028,-165,0
266125,-313,941,336,-936,250,90,-262,1076,-184,0
266140,-313,941,336,-963,259,101,-281,1076,-135,0
266156,-303,921,346,-936,259,121,-300,1085,-135,0
266171,-323,941,326,-945,268,131,-291,1066,-155,0
266187,-363,941,366,-936,268,101,-252,1009,-174,0
266203,-333,921,366,-918,277,111,-242,1028,-165,0
266218,-343,931,376,-918,305,70,-252,1066,-155,0
266234,-333,921,366,-918,305,70,-242,1066,-145,0
266250,-333,921,366,-927,314,70,-242,1009,-155,0
266265,-343,921,326,-909,342,20,-242,1038,-194,0
266281,-292,950,356,-890,351,10,-242,1057,-174,0
266296,-303,931,326,-890,351,10,-242,1085,-203,0
266312,-292,931,346,-900,370,30,-233,1028,-165,0
266328,-323,931,366,-918,398,80,-213,1009,-126,0
266343,-303,921,356,-900,379,70,-203,1047,-155,0
266359,-303,980,366,-900,351,111,-242,1057,-165,0
266375,-282,941,336,-918,351,131,-252,1047,-145,0
266390,-282,921,356,-936,351,141,-262,1028,-155,0
266406,-282,950,356,-936,351,131,-252,1009,-155,0
266421,-282,941,346,-918,361,101,-242,961,-194,0
266437,-282,950,346,-890,388,30,-184,980,-165,0
266453,-272,941,356,-863,398,20,-184,1009,-116,0
266468,-303,941,376,-872,425,0,-203,1009,-165,0
266484,-303,931,366,-854,444,-20,-184,1028,-145,0
266500,-292,911,336,-845,462,0,-194,1019,-145,0
266515,-262,960,336,-854,500,30,-145,1000,-126,0
266531,-303,931,336,-827,481,30,-165,990,-106,0
266546,-313,941,346,-836,481,40,-223,942,-174,0
266562,-323,931,356,-818,500,60,-233,971,-116,0
266578,-323,931,346,-809,555,0,-184,980,-174,0
266593,-272,921,326,-827,537,50,-252,980,-252,0
266609,-272,960,316,-809,555,80,-203,971,-174,0
266625,-282,960,316,-809,555,70,-252,952,-213,0
266640,-282,941,366,-790,583,40,-116,971,-106,0
266656,-282,980,336,-790,564,50,-194,952,-145,0
266671,-282,941,346,-809,592,80,-174,971,-155,0
266687,-292,941,316,-781,611,70,-242,971,-213,0
266703,-232,960,336,-763,620,90,-203,914,-184,0
266718,-252,960,306,-772,703,80,-194,971,-174,0
266734,-272,941,356,-754,648,30,-223,933,-165,0
266750,-242,950,366,-727,666,0,-165,904,-165,0
266765,-272,960,356,-718,629,10,-126,933,-174,0
266781,-252,970,346,-718,666,-20,-135,933,-174,0
266796,-252,960,326,-718,620,0,-155,914,-174,0
266812,-242,941,336,-754,620,30,-155,885,-174,0
266828,-232,970,336,-718,666,40,-145,876,-155,0
266843,-252,960,336,-681,685,0,-155,895,-165,0
266859,-222,950,336,-672,675,50,-155,914,-126,0
266875,-242,980,306,-690,712,20,-203,971,-145,0
266890,-242,980,316,-672,703,20,-194,857,-87,0
266906,-242,960,336,-718,722,-10,-165,895,-145,0
266921,-272,941,316,-672,722,-30,-155,914,-135,0
266937,-222,980,297,-636,703,30,-145,933,-116,0
266953,-232,980,316,-645,759,40,-135,923,-155,0
266968,-232,970,306,-654,740,50,0,761,-310,0
266984,-212,960,326,-645,768,40,-135,580,-58,0
267000,-212,960,336,-609,768,30,-669,971,524,0
267015,-212,980,316,-590,740,70,-38,1552,-728,0
267031,-222,970,316,-627,759,60,-213,1142,-106,0
267046,-242,960,316,-627,740,60,-135,742,38,0
267062,-202,980,297,-600,759,10,-97,761,-58,0
267078,-242,960,297,-600,787,-10,-58,857,-155,0
267093,-181,960,316,-563,787,20,-48,933,-116,0
267109,-171,960,306,-545,777,-10,9,971,-116,0
267125,-181,980,267,-563,787,30,-19,1028,-126,0
267140,-181,980,316,-536,814,30,-38,1000,-145,0
267156,-171,980,336,-536,824,0,-77,990,-194,0
267171,-171,980,336,-500,805,60,-87,971,-126,0
267187,-151,1000,316,-500,842,80,-77,952,-116,0
267203,-171,990,306,-500,879,30,-77,942,-77,0
267218,-151,1009,277,-490,851,40,-29,971,-87,0
267234,-181,980,316,-518,879,70,-29,1057,-116,0
267250,-181,1009,316,-500,851,90,-38,1076,-126,0
267265,-171,960,316,-536,851,60,-38,1076,-126,0
267281,-191,970,306,-545,851,80,-38,1028,-106,0
267296,-191,970,306,-545,814,70,-29,1009,-126,0
267312,-202,1000,267,-600,796,50,-19,980,-106,0
267328,-232,970,297,-600,777,60,-38,1000,-87,0
267343,-252,970,287,-663,759,80,-38,1000,-87,0
267359,-242,970,287,-700,759,40,-19,980,-126,0
267375,-252,980,277,-645,740,50,9,971,-87,0
267390,-252,980,277,-563,805,60,29,952,-87,0
267406,-242,950,277,-472,833,60,-29,933,-67,0
267421,-171,980,277,-481,851,70,-77,914,-184,0
267437,-181,1000,306,-481,888,90,38,952,-48,0
267453,-171,1009,297,-454,888,80,38,952,-48,0
267468,-161,990,306,-427,916,111,-9,1266,-87,0
267484,-141,1000,306,-390,935,101,-9,1266,-87,0
267500,-131,990,306,-381,925,101,194,1076,-48,0
267515,-111,1009,316,-445,898,80,165,1009,0,0
267531,-141,1009,297,-463,870,80,126,914,-38,0
267546,-171,1000,306,-509,851,70,106,952,-58,0
267562,-181,990,257,-527,833,40,87,952,0,0
267578,-181,960,267,-527,833,40,174,1133,-87,0
267593,-202,970,277,-536,796,30,97,1104,-155,0
267609,-212,970,267,-581,805,30,87,904,-29,0
267625,-191,950,277,-545,814,40,19,914,-97,0
267640,-191,980,257,-572,814,40,38,923,-97,0
267656,-212,970,267,-554,833,60,38,923,-97,0
267671,-181,990,277,-545,833,60,87,942,-19,0
267687,-191,1000,287,-527,842,80,135,961,-48,0
267703,-181,980,287,-509,851,80,116,923,-48,0
267718,-151,1009,287,-509,870,101,126,971,-38,0
267734,-131,1019,287,-472,870,70,87,961,-38,0
267750,-141,1009,297,-436,879,90,135,1047,19,0
267765,-161,980,297,-418,907,90,165,1247,38,0
267781,-161,1000,306,-409,916,80,135,1304,-184,0
267796,-171,970,297,-436,879,111,135,1057,-77,0
267812,-181,980,287,-463,879,90,116,923,9,0
267828,-181,980,277,-472,861,80,87,990,-97,0
267843,-202,1000,287,-481,851,80,77,1009,-38,0
267859,-171,990,287,-500,842,80,77,1019,-87,0
267875,-161,990,277,-509,842,101,97,990,-58,0
267890,-171,1000,297,-500,842,80,106,971,-87,0
267906,-161,990,277,-509,851,111,116,942,-19,0
267921,-161,1000,297,-490,851,90,87,980,-9,0
267937,-151,1009,287,-490,870,70,106,1028,-38,0
267953,-151,980,306,-463,861,80,126,1047,-106,0
267968,-161,1000,277,-436,898,80,126,1028,-97,0
267984,-191,1009,257,-445,879,60,106,990,-58,0
268000,-151,990,277,-427,861,90,106,1009,-48,0
268015,-171,990,297,-445,879,90,87,1028,-58,0
