time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action
600843,181,1000,49,9,787,444,77,1095,-174,0
600859,-50,823,49,-27,787,414,9,1038,-135,0
600875,10,696,-9,9,1018,262,58,971,-135,0
600890,30,725,-148,172,1101,-30,87,980,-165,0
600906,171,794,-425,-81,1194,-212,126,990,-165,0
600921,707,1284,-1000,-936,1555,-848,291,1028,29,0
600937,-70,1794,-752,-881,1083,-636,427,1133,135,0
600953,717,1009,9,-881,1083,-636,427,1171,29,0
600968,353,1000,198,-54,703,-212,349,1104,-233,0
600984,0,1019,257,572,1009,595,291,800,-135,0
601000,20,1058,19,127,1083,303,300,809,-58,0
601015,0,1058,138,-627,861,-30,291,838,106,0
601031,90,1049,178,-718,907,111,339,923,194,0
601046,60,1058,118,-427,879,80,388,961,203,0
601062,30,1049,89,-354,898,20,417,980,135,0
601078,10,1029,69,-418,925,10,388,952,135,0
601093,-10,1039,99,-454,879,70,310,914,97,0
601109,-10,1009,118,-445,851,111,223,933,38,0
601125,40,1068,148,-427,898,111,213,971,38,0
601140,60,1049,138,-345,916,151,203,1047,19,0
601156,80,1068,118,-254,925,141,291,1114,-29,0
601171,111,1068,138,-209,1027,111,349,1133,-97,0
601187,181,1009,59,-100,1064,60,223,971,9,0
601203,151,1039,49,-81,1046,0,233,942,29,0
601218,80,1029,79,-154,1018,-20,300,952,126,0
601234,50,1039,89,-290,935,-10,349,1038,67,0
601250,50,1039,128,-354,898,50,378,1028,19,0
601265,30,1039,128,-345,898,70,378,942,-19,0
601281,-10,1029,99,-354,898,30,310,914,-48,0
601296,0,1049,59,-381,907,0,271,923,-67,0
601312,20,1039,79,-372,925,-30,252,942,-9,0
601328,30,1029,89,-363,935,-30,252,942,-9,0
601343,50,1019,69,-336,935,-30,300,1000,-38,0
601359,50,1009,59,-336,944,-30,300,1000,-38,0
601375,40,1019,59,-309,935,-20,320,961,-58,0
601390,30,1009,79,-300,935,0,339,914,-48,0
601406,70,1009,79,-263,944,10,330,923,-29,0
601421,70,1009,49,-209,944,30,330,952,-77,0
601437,50,1009,79,-209,981,50,310,961,-38,0
601453,80,1009,79,-200,981,70,281,980,-19,0
601468,101,1029,79,-163,972,60,281,980,-38,0
601484,111,1039,89,-145,1000,20,291,1000,-19,0
601500,70,1019,79,-209,990,10,291,942,48,0
601515,50,1049,59,-290,962,-30,320,923,58,0
601531,40,1068,89,-345,935,20,320,923,58,0
601546,40,1039,108,-354,935,80,388,952,38,0
601562,20,1039,108,-327,916,80,407,942,48,0
601578,30,1049,99,-327,916,121,349,942,48,0
601593,-20,1068,89,-372,925,90,330,933,38,0
601609,10,1058,108,-372,935,80,330,933,38,0
601625,60,1029,108,-318,935,80,291,980,38,0
601640,60,1039,108,-245,953,90,271,942,29,0
601656,80,1049,89,-236,962,80,300,952,67,0
601671,80,1039,99,-236,981,60,300,952,67,0
601687,40,1039,79,-245,962,70,320,990,48,0
601703,50,1019,118,-254,962,70,310,1000,48,0
601718,50,1039,118,-245,935,90,310,1000,48,0
601734,60,1049,118,-236,972,70,281,990,19,0
601750,70,1019,118,-227,962,70,252,980,48,0
601765,60,1029,89,-227,972,60,252,980,9,0
601781,60,1029,99,-236,953,40,262,990,19,0
601796,60,1039,99,-236,972,40,262,990,9,0
601812,60,1039,89,-254,944,60,262,990,9,0
601828,60,1029,118,-254,953,70,271,961,9,0
601843,40,1039,89,-281,953,50,271,980,0,0
601859,30,1029,108,-281,944,80,262,980,-9,0
601875,40,1029,89,-281,962,40,252,980,29,0
601890,30,1029,89,-281,962,40,262,961,9,0
601906,50,1039,89,-272,944,50,223,990,0,0
601921,60,1009,89,-281,953,30,242,980,0,0
601937,50,1039,79,-272,953,60,223,1009,9,0
601953,40,1029,89,-254,972,50,223,1000,-9,0
601968,50,1039,108,-245,962,50,233,971,9,0
601984,40,1029,89,-254,944,70,213,990,-19,0
602000,40,1049,108,-272,944,60,233,990,-19,0
602015,40,1049,89,-272,953,50,213,1009,-38,0
602031,40,1049,79,-281,953,80,194,1000,-29,0
602046,40,1029,99,-272,953,50,184,1000,-58,0
602062,30,1029,79,-290,953,30,194,971,-29,0
602078,40,1039,108,-281,935,40,184,1000,-29,0
602093,40,1029,89,-281,953,20,203,990,-38,0
602109,60,1029,79,-272,944,40,203,961,-29,0
602125,50,1039,89,-263,953,30,184,980,-19,0
602140,50,1049,89,-263,962,30,194,990,-48,0
602156,40,1039,89,-254,953,60,203,980,-29,0
602171,40,1039,69,-254,972,30,184,1009,-29,0
602187,50,1049,69,-254,962,70,203,1009,-38,0
602203,60,1039,89,-254,972,50,203,980,-48,0
602218,60,1029,69,-236,962,30,184,990,-29,0
602234,40,1049,89,-245,972,30,194,1000,-38,0
602250,50,1039,69,-263,972,30,203,980,-38,0
602265,70,1029,79,-254,962,30,213,990,-29,0
602281,50,1039,89,-263,962,30,194,990,-48,0
602296,60,1029,69,-245,962,30,203,1000,-58,0
602312,60,1019,69,-245,972,50,203,990,-38,0
602328,60,1039,59,-236,962,50,194,1000,-19,0
602343,60,1029,59,-254,962,50,203,990,-29,0
602359,40,1029,79,-245,962,40,184,1000,-38,0
602375,50,1019,69,-254,962,40,194,1000,-48,0
602390,50,1029,69,-245,944,30,194,1009,-38,0
602406,40,1049,49,-254,962,50,174,1009,-19,0
602421,50,1039,69,-263,962,10,203,990,0,0
602437,60,1029,79,-254,953,40,194,1000,-29,0
602453,60,1029,69,-245,953,20,203,990,-29,0
602468,40,1039,49,-236,944,20,203,990,-9,0
602484,40,1039,79,-263,962,20,194,980,-19,0
602500,50,1039,99,-272,953,20,203,1000,-19,0
602515,40,1029,79,-263,953,30,194,990,-19,0
602531,60,1029,69,-254,962,20,194,1000,-19,0
602546,60,1029,79,-254,944,30,194,990,-19,0
602562,40,1029,69,-254,972,10,184,1000,9,0
602578,60,1039,79,-263,962,20,194,1000,-9,0
602593,40,1039,69,-254,962,0,213,1000,-19,0
602609,50,1039,79,-245,953,30,194,980,0,0
602625,60,1039,59,-236,953,50,203,990,-19,0
602640,40,1039,79,-245,972,30,194,1000,-9,0
602656,60,1049,59,-254,944,30,194,990,-9,0
602671,40,1039,79,-263,962,20,223,971,-19,0
602687,50,1039,49,-263,972,20,203,1000,-9,0
602703,40,1029,79,-254,962,40,194,1019,-29,0
602718,40,1029,69,-236,944,30,184,990,0,0
602734,40,1029,79,-263,962,50,194,1009,-29,0
602750,40,1029,79,-254,981,20,203,1019,-29,0
602765,60,1029,69,-245,953,40,184,1009,-9,0
602781,60,1039,59,-245,962,40,194,1000,-29,0
602796,40,1049,69,-236,972,20,194,990,9,0
602812,40,1039,79,-245,962,40,194,1000,-9,0
602828,40,1039,79,-254,962,40,203,1000,-38,0
602843,40,1029,69,-254,953,30,213,971,-9,0
602859,60,1039,79,-272,962,10,184,1000,-9,0
602875,60,1039,79,-254,953,40,194,1009,-38,0
602890,50,1039,59,-254,962,40,203,990,-19,0
602906,40,1039,79,-254,962,10,203,990,-9,0
602921,30,1019,79,-254,953,30,194,1000,-29,0
602937,40,1029,69,-263,962,40,194,1000,-19,0
602953,50,1039,89,-281,962,40,194,1000,-19,0
602968,50,1039,69,-254,972,30,203,990,-19,0
602984,50,1019,89,-254,962,30,203,980,-9,0
603000,40,1049,69,-254,962,20,203,990,0,0
603015,30,1029,79,-254,962,30,194,1000,-19,0
603031,60,1029,49,-245,962,40,203,1000,-9,0
603046,60,1039,69,-245,981,20,184,1000,-9,0
603062,40,1029,79,-245,962,40,194,1000,-19,0
603078,50,1039,89,-254,962,40,194,1000,-29,0
603093,50,1039,69,-254,962,30,203,990,0,0
603109,50,1049,69,-272,953,50,203,990,-38,0
603125,50,1039,79,-254,962,20,203,990,-38,0
603140,60,1029,69,-245,944,30,194,971,-9,0
603156,60,1039,79,-245,944,30,194,1000,-9,0
603171,50,1039,69,-254,962,60,194,1000,-9,0
603187,50,1049,89,-254,962,50,194,1000,-19,0
603203,40,1029,69,-254,953,30,203,1009,-48,0
603218,50,1029,79,-254,981,10,174,1000,0,0
603234,40,1039,79,-272,953,50,194,1000,-19,0
603250,50,1049,59,-254,972,20,194,990,0,0
603265,50,1039,79,-254,953,40,194,990,0,0
603281,30,1068,79,-254,972,30,184,1000,-9,0
603296,60,1029,79,-254,972,30,194,1000,-9,0
603312,50,1029,69,-263,962,20,194,1000,0,0
603328,40,1049,59,-254,953,10,184,1000,-19,0
603343,50,1039,89,-263,962,60,203,990,-38,0
603359,30,1039,79,-263,962,20,194,990,-9,0
603375,30,1029,89,-263,953,30,194,990,-9,0
603390,50,1009,69,-263,953,20,165,1009,-19,0
603406,40,1049,69,-263,953,20,184,990,-19,0
603421,50,1019,79,-254,944,70,174,1009,-19,0
603437,40,1049,69,-254,962,30,194,1009,-19,0
603453,40,1039,59,-263,972,30,194,990,-29,0
603468,40,1058,59,-272,953,20,194,980,-29,0
603484,50,1049,79,-263,953,20,174,1000,-38,0
603500,40,1029,79,-245,944,30,194,980,-29,0
603515,50,1039,79,-245,962,20,184,990,-29,0
603531,50,1019,69,-254,953,20,194,1000,-19,0
603546,30,1049,79,-263,972,30,184,990,-29,0
603562,40,1039,69,-263,962,60,174,1009,-9,0
603578,40,1029,79,-263,953,30,184,1000,-29,0
603593,60,1029,89,-281,953,20,174,1000,-48,0
603609,40,1039,79,-245,962,50,165,1009,-29,0
603625,40,1039,69,-245,953,30,174,1000,-38,0
603640,40,1039,69,-263,953,30,174,990,-38,0
603656,40,1039,69,-272,953,20,184,1000,-19,0
603671,60,1039,49,-272,953,10,174,1000,-38,0
603687,40,1019,69,-263,953,30,184,980,-29,0
603703,30,1029,59,-263,953,20,184,990,-29,0
603718,40,1039,69,-263,962,30,165,1000,-67,0
603734,40,1049,79,-254,953,30,184,990,-38,0
603750,40,1039,69,-254,953,20,174,1009,-9,0
603765,40,1039,59,-254,962,20,184,1000,-38,0
603781,30,1039,69,-263,962,10,174,1009,-58,0
603796,50,1019,69,-245,953,30,174,1000,-48,0
603812,40,1029,69,-263,953,30,184,1000,-58,0
603828,50,1039,49,-254,962,10,174,1000,-48,0
603843,40,1029,59,-254,962,0,174,1000,-48,0
603859,50,1039,79,-272,972,20,174,1000,-48,0
603875,50,1029,59,-245,962,10,174,990,-58,0
603890,40,1039,89,-263,962,10,184,1000,-48,0
603906,30,1039,49,-263,962,10,184,1000,-29,0
603921,30,1019,59,-254,953,20,174,1000,-38,0
603937,40,1049,79,-254,953,10,165,1000,-48,0
603953,40,1029,69,-254,953,10,165,990,-48,0
603968,30,1039,79,-245,953,20,174,1019,-58,0
603984,40,1049,89,-254,935,10,165,1000,-48,0
604000,30,1049,69,-263,962,40,165,1000,-48,0
604015,20,1039,49,-263,962,10,165,990,-48,0
604031,30,1039,79,-263,962,10,184,1000,-48,0
604046,20,1049,89,-272,962,30,174,1000,-48,0
604062,20,1049,39,-272,962,10,184,971,-48,0
604078,60,1029,59,-254,953,20,165,990,-67,0
604093,60,1019,69,-272,953,10,174,990,-67,0
604109,60,1039,59,-263,962,20,165,990,-58,0
604125,40,1029,49,-245,953,40,174,990,-67,0
604140,50,1049,79,-263,962,30,174,990,-67,0
604156,50,1039,89,-254,962,40,174,1009,-38,0
604171,50,1049,79,-254,962,20,165,1009,-67,0
604187,50,1039,59,-245,953,40,174,1009,-58,0
604203,30,1049,49,-245,962,10,184,990,-48,0
604218,50,1039,29,-245,962,0,184,980,-38,0
604234,50,1039,59,-236,953,30,174,1000,-67,0
604250,30,1029,69,-263,953,10,194,980,-67,0
604265,50,1039,79,-254,962,20,174,1000,-58,0
604281,30,1039,59,-245,972,10,155,1000,-58,0
604296,40,1039,29,-245,953,20,165,990,-58,0
604312,60,1029,69,-254,953,30,165,1000,-58,0
604328,30,1058,49,-254,962,0,174,990,-67,0
604343,30,1049,39,-254,953,20,184,980,-67,0
604359,40,1029,69,-272,962,20,155,1000,-48,0
604375,40,1039,39,-263,962,30,184,990,-87,0
604390,50,1039,69,-245,962,10,174,990,-48,0
604406,50,1039,69,-245,962,20,165,1009,-67,0
604421,30,1049,79,-245,944,10,174,990,-67,0
604437,40,1039,59,-254,962,40,184,1000,-77,0
604453,30,1039,49,-254,953,10,184,971,-67,0
604468,30,1019,59,-254,962,10,184,1000,-58,0
604484,50,1019,59,-272,962,20,174,980,-48,0
604500,70,1039,49,-254,944,10,174,1000,-48,0
604515,70,1039,49,-254,962,0,165,1000,-48,0
604531,40,1029,49,-236,944,30,184,980,-58,0
604546,50,1029,49,-245,953,0,165,1000,-77,0
604562,50,1039,39,-245,962,10,165,1000,-87,0
604578,40,1049,49,-254,962,20,174,990,-77,0
604593,40,1049,49,-254,962,-20,145,1000,-58,0
604609,60,1029,49,-254,972,-10,165,990,-87,0
604625,50,1029,29,-254,981,-10,174,980,-67,0
604640,50,1029,29,-245,972,50,174,990,-58,0
604656,40,1039,49,-245,962,20,165,1000,-67,0
604671,50,1058,49,-245,962,0,174,1000,-77,0
604687,40,1029,29,-254,944,-10,165,1000,-67,0
604703,50,1029,49,-245,972,0,165,1009,-67,0
604718,40,1039,29,-245,944,20,174,990,-67,0
604734,60,1019,39,-236,944,10,184,990,-67,0
604750,60,1039,49,-254,953,0,165,1000,-77,0
604765,50,1049,29,-254,953,10,174,1000,-77,0
604781,40,1029,59,-254,953,0,155,1000,-77,0
604796,40,1029,29,-236,944,10,165,1000,-87,0
604812,70,1019,39,-245,972,20,165,1000,-67,0
604828,50,1029,29,-236,944,0,184,980,-58,0
604843,60,1039,49,-245,962,10,174,1009,-77,0
604859,50,1039,49,-254,962,0,155,990,-77,0
604875,40,1039,49,-245,953,10,155,1000,-67,0
604890,50,1019,49,-254,962,-10,165,1009,-67,0
604906,40,1049,39,-245,962,0,165,990,-67,0
604921,40,1049,39,-245,962,10,165,1000,-67,0
604937,50,1039,59,-254,962,0,165,990,-87,0
604953,40,1039,39,-254,962,20,165,1009,-67,0
604968,40,1039,59,-245,953,0,184,990,-67,0
604984,40,1039,39,-236,953,-10,165,990,-77,0
605000,50,1029,39,-254,962,10,165,1000,-58,0
605015,40,1029,69,-254,962,10,174,1000,-77,0
605031,40,1039,19,-254,953,10,155,1009,-67,0
605046,60,1029,39,-254,953,10,155,1009,-67,0
605062,50,1029,49,-263,953,10,155,1000,-67,0
605078,40,1039,39,-254,962,-10,184,1000,-67,0
605093,40,1029,49,-263,962,-10,165,1000,-67,0
605109,30,1039,29,-245,953,-10,174,1000,-67,0
605125,60,1019,59,-254,972,10,155,1009,-58,0
605140,40,1049,29,-254,962,-10,145,1000,-67,0
605156,50,1039,29,-263,953,0,165,1000,-87,0
605171,40,1039,39,-254,962,-10,165,1000,-87,0
605187,50,1039,59,-254,962,0,174,1000,-87,0
605203,50,1019,59,-236,962,0,165,1009,-67,0
605218,50,1039,19,-236,953,-10,184,990,-87,0
605234,50,1049,39,-254,953,20,165,990,-77,0
605250,50,1039,59,-254,972,20,145,1009,-48,0
605265,50,1029,39,-245,944,10,155,1009,-58,0
605281,50,1029,59,-245,972,0,174,1000,-58,0
605296,40,1039,39,-245,962,-20,145,1009,-77,0
605312,40,1039,19,-227,953,0,155,1000,-67,0
605328,40,1029,49,-254,981,0,174,990,-48,0
605343,60,1019,69,-254,972,10,145,1009,-67,0
605359,40,1029,49,-254,962,0,165,1000,-67,0
605375,50,1039,39,-245,953,-10,165,980,-58,0
605390,40,1039,49,-254,962,10,165,1009,-48,0
605406,50,1049,39,-254,962,-20,165,1019,-77,0
605421,50,1039,59,-245,944,20,155,990,-48,0
605437,60,1039,59,-254,962,20,155,1009,-48,0
605453,40,1039,49,-254,962,0,165,1000,-77,0
605468,40,1029,49,-254,953,20,165,990,-48,0
605484,70,1029,59,-227,944,20,165,990,-48,0
605500,30,1039,49,-254,962,0,165,1009,-77,0
605515,50,1039,39,-236,962,-10,165,990,-58,0
605531,40,1029,49,-245,944,10,155,1000,-48,0
605546,30,1049,59,-254,953,10,165,990,-87,0
605562,50,1029,39,-254,972,-10,165,990,-77,0
605578,40,1029,49,-254,944,-10,135,990,-38,0
605593,40,1049,49,-272,962,0,165,1000,-77,0
605609,40,1019,49,-254,962,-10,155,990,-48,0
605625,40,1049,49,-254,962,10,165,990,-38,0
605640,50,1019,59,-263,972,10,145,1000,-58,0
605656,40,1039,39,-254,962,10,155,1000,-58,0
605671,60,1039,49,-254,962,-10,145,990,-58,0
605687,50,1039,39,-245,953,0,165,1000,-77,0
605703,30,1029,49,-254,962,-10,155,1009,-67,0
605718,40,1029,29,-245,962,-10,155,1009,-29,0
605734,50,1039,59,-254,953,-10,155,1000,-67,0
605750,30,1039,39,-245,953,10,155,1009,-48,0
605765,50,1039,59,-254,962,10,155,1000,-48,0
605781,50,1049,39,-245,972,0,155,1009,-48,0
605796,40,1049,69,-245,935,-10,155,1000,-58,0
605812,40,1039,49,-263,962,30,155,1000,-58,0
605828,40,1058,29,-254,962,-10,165,1000,-48,0
605843,30,1029,59,-245,953,0,135,1000,-48,0
605859,40,1039,59,-263,962,10,155,1000,-58,0
605875,50,1039,49,-254,972,0,155,1019,-77,0
605890,40,1049,59,-254,972,0,155,1000,-58,0
605906,40,1029,39,-254,962,10,155,1009,-67,0
605921,60,1039,49,-263,962,10,155,1000,-77,0
605937,40,1039,49,-245,962,-10,155,1009,-58,0
605953,40,1029,49,-254,962,10,155,990,-67,0
605968,40,1039,59,-245,962,20,145,1000,-87,0
605984,50,1029,59,-254,962,0,155,990,-58,0
606000,40,1049,39,-254,962,10,145,1009,-58,0
606015,50,1058,29,-263,962,-10,145,1009,-77,0
606031,50,1029,49,-245,953,20,145,990,-67,0
606046,50,1019,49,-254,972,10,135,1009,-67,0
606062,50,1049,49,-245,972,20,155,990,-58,0
606078,40,1039,39,-236,953,0,126,1000,-77,0
606093,50,1039,59,-263,962,10,155,1009,-67,0
606109,50,1039,49,-245,953,10,155,990,-58,0
606125,40,1029,59,-245,962,20,145,1000,-67,0
606140,70,1029,29,-245,953,0,155,1009,-87,0
606156,50,1019,49,-263,972,10,155,990,-77,0
606171,30,1039,59,-263,972,10,135,1009,-58,0
606187,50,1039,49,-245,953,20,155,952,0,0
606203,50,1049,39,-245,953,-10,174,1019,-116,0
606218,30,1039,39,-245,953,-10,155,1009,-38,0
606234,50,1029,49,-263,953,20,155,1000,-48,0
606250,30,1039,59,-263,962,0,145,1009,-67,0
606265,40,1029,29,-254,962,20,155,1000,-58,0
606281,40,1029,29,-263,962,0,135,1009,-58,0
606296,40,1029,49,-254,972,-10,145,990,-67,0
606312,40,1029,49,-263,953,20,145,1000,-67,0
606328,40,1019,49,-254,962,-10,145,990,-58,0
606343,50,1049,49,-245,953,20,145,990,-58,0
606359,50,1039,59,-227,944,20,135,1000,-48,0
606375,40,1039,49,-254,972,20,135,1000,-38,0
606390,60,1019,59,-254,953,10,145,1000,-67,0
606406,40,1039,49,-254,953,10,135,1009,-58,0
606421,40,1039,49,-263,944,10,155,1000,-48,0
606437,40,1039,49,-263,953,10,145,1000,-48,0
606453,60,1049,39,-245,962,-10,135,1009,-58,0
606468,50,1019,49,-254,944,20,135,1009,-67,0
606484,50,1039,39,-254,962,0,135,1000,-67,0
606500,60,1039,39,-254,972,10,135,1019,-58,0
606515,50,1039,49,-254,962,10,135,1019,-58,0
606531,50,1039,39,-254,972,0,126,1009,-38,0
606546,40,1039,49,-263,962,0,135,1009,-67,0
606562,40,1039,49,-263,962,0,135,1000,-58,0
606578,40,1049,59,-263,944,-10,145,1009,-67,0
606593,40,1049,49,-263,962,10,155,1000,-48,0
606609,40,1049,39,-263,972,30,155,980,-58,0
606625,40,1039,29,-263,972,30,145,1009,-48,0
606640,50,1039,69,-254,953,0,145,1000,-48,0
606656,50,1039,69,-254,962,10,126,990,-48,0
606671,40,1039,49,-254,944,0,126,990,-48,0
606687,40,1039,49,-254,962,20,135,1028,-58,0
606703,50,1039,49,-254,953,20,135,1000,-58,0
606718,50,1049,29,-263,972,10,145,1009,-67,0
606734,40,1049,59,-263,962,-10,145,990,-77,0
606750,40,1039,49,-245,953,-10,126,1009,-48,0
606765,50,1039,59,-254,972,0,135,1009,-58,0
606781,50,1029,49,-254,962,10,135,1009,-58,0
606796,50,1029,59,-254,972,-10,145,990,-58,0
606812,40,1049,49,-263,953,-10,126,1009,-48,0
606828,40,1049,49,-263,962,10,135,1009,-67,0
606843,60,1019,49,-263,962,10,145,990,-58,0
606859,50,1029,49,-263,953,0,135,1000,-58,0
606875,40,1029,49,-254,953,30,135,1000,-87,0
606890,50,1039,49,-263,953,10,135,1000,-67,0
606906,50,1039,29,-254,953,-10,116,1000,-58,0
606921,50,1039,49,-254,953,0,126,1009,-58,0
606937,50,1039,49,-254,962,20,135,1019,-97,0
606953,40,1049,29,-245,944,0,126,1019,-77,0
606968,40,1029,49,-263,953,-20,126,1000,-67,0
606984,40,1039,29,-245,953,-10,135,1000,-67,0
607000,60,1039,59,-254,953,10,116,1000,-67,0
607015,50,1029,49,-245,953,0,116,1019,-77,0
607031,40,1049,19,-254,953,0,126,990,-77,0
607046,50,1039,59,-245,962,0,116,1009,-58,0
607062,70,1039,69,-245,953,20,116,1009,-58,0
607078,50,1029,59,-236,972,20,116,1009,-58,0
607093,40,1039,59,-245,953,10,116,1009,-67,0
607109,60,1039,29,-254,962,10,135,1000,-67,0
607125,50,1039,39,-254,972,-10,126,1019,-87,0
607140,60,1029,49,-236,953,10,106,1009,-67,0
607156,60,1039,49,-245,981,0,135,990,-58,0
607171,60,1039,49,-236,962,30,97,1000,-29,0
607187,60,1039,49,-236,962,-20,145,1019,-77,0
607203,50,1039,49,-245,953,-10,145,1009,-67,0
607218,40,1039,49,-263,962,10,116,1009,-38,0
607234,40,1049,39,-254,972,0,145,1019,-67,0
607250,40,1039,49,-254,953,0,126,990,-38,0
607265,40,1039,49,-245,944,0,145,1019,-77,0
607281,40,1039,39,-254,962,-10,135,1009,-48,0
607296,50,1039,49,-254,962,0,126,1019,-38,0
607312,30,1049,39,-263,944,0,126,1009,-38,0
607328,30,1029,49,-263,944,0,145,980,-48,0
607343,40,1049,49,-263,953,20,145,1000,-67,0
607359,40,1049,29,-254,953,10,145,980,-67,0
607375,40,1029,39,-263,944,0,165,971,-48,0
607390,30,1039,39,-263,972,10,126,990,-29,0
607406,40,1049,39,-263,962,-30,165,980,-38,0
607421,30,1029,29,-263,953,0,106,1019,-29,0
607437,40,1029,29,-263,972,20,155,1009,-29,0
607453,50,1039,49,-245,953,-10,135,1009,-48,0
607468,50,1049,49,-245,962,0,126,1028,-19,0
607484,40,1049,29,-245,953,10,145,1000,-38,0
607500,50,1029,29,-254,962,10,126,1009,-29,0
607515,40,1029,39,-263,962,0,126,1000,-19,0
607531,50,1029,39,-254,953,0,126,1009,-38,0
607546,20,1029,49,-272,953,-10,155,1000,-19,0
607562,50,1049,49,-263,944,-10,135,1019,-19,0
607578,50,1019,39,-254,953,0,155,1000,-38,0
607593,40,1049,39,-245,962,-10,145,990,-29,0
607609,50,1039,19,-245,962,10,135,1000,-48,0
607625,30,1029,39,-263,962,-30,155,1000,-58,0
607640,50,1049,39,-263,944,0,145,1000,-19,0
607656,60,1039,29,-254,944,10,135,990,-48,0
607671,40,1019,29,-245,962,-20,145,1000,-58,0
607687,60,1049,29,-236,953,-10,155,1000,-58,0
607703,60,1039,29,-227,953,10,126,1019,-48,0
607718,60,1039,0,-218,972,0,155,1000,-67,0
607734,70,1029,29,-236,972,-30,145,1000,-67,0
607750,70,1039,19,-218,962,0,135,1009,-77,0
607765,70,1029,19,-227,972,0,145,1019,-58,0
607781,80,1009,29,-236,962,-30,145,1009,-58,0
607796,50,1029,19,-245,953,10,135,1000,-58,0
607812,60,1029,9,-245,981,-40,145,1000,-87,0
607828,70,1039,19,-236,962,-20,145,990,-77,0
607843,60,1039,29,-236,972,-20,145,1000,-77,0
607859,70,1058,0,-245,953,-20,135,1009,-77,0
607875,70,1039,19,-245,962,0,135,1000,-77,0
607890,70,1039,9,-245,972,-20,116,1009,-58,0
607906,50,1049,19,-245,962,0,135,1009,-106,0
607921,70,1039,19,-245,962,-20,126,1009,-87,0
607937,70,1039,9,-245,962,-20,126,1019,-67,0
607953,70,1039,29,-245,962,-20,135,1000,-77,0
607968,70,1029,9,-254,962,-10,145,1000,-106,0
607984,70,1049,19,-236,972,-40,135,1000,-106,0
608000,50,1039,9,-245,962,-30,116,1000,-97,0
608015,70,1039,29,-245,962,-20,126,990,-87,0
608031,70,1039,19,-245,953,-30,116,1000,-97,0
608046,70,1039,19,-254,953,-10,126,1000,-97,0
608062,70,1009,29,-227,972,-40,126,1009,-106,0
608078,90,1039,0,-227,953,-40,135,1000,-106,0
608093,80,1039,0,-236,972,-50,126,1009,-116,0
608109,80,1039,0,-236,972,-10,126,1009,-97,0
