time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action
343125,-50,960,207,-127,879,-20,58,990,-48,0
343140,-50,960,207,-127,879,-50,58,990,-48,0
343156,-191,1058,207,-90,861,-50,48,1000,-9,0
343171,-222,1127,118,-127,879,-101,58,1000,19,0
343187,-181,1205,49,-154,805,-141,58,990,19,0
343203,-121,1215,59,-127,814,-171,77,1000,29,0
343218,-121,1215,59,-109,777,-131,106,990,19,0
343234,-50,1205,59,-127,777,-80,106,1000,48,0
343250,-30,1235,108,-200,824,-40,116,1009,29,0
343265,-111,1274,178,-127,824,-10,145,1000,29,0
343281,-181,1333,207,-127,907,20,155,980,48,0
343296,-181,1333,207,81,962,-30,165,990,38,0
343312,-393,1568,207,427,1027,-40,155,1000,-9,0
343328,-535,1774,79,818,1009,-40,155,1000,67,0
343343,-898,1921,-79,1072,833,-90,97,1038,9,0
343359,-1212,1598,138,1127,842,-181,29,1085,-29,0
343375,-1636,1431,9,881,944,-212,0,1104,9,0
343390,-1484,1421,-356,900,925,-181,-19,1095,77,0
343406,-1424,1421,-415,900,1268,-505,9,1180,-77,0
343421,484,1725,-693,790,1092,-515,-77,1304,-213,0
343437,1727,1107,118,545,1000,-292,-87,1190,-145,0
343453,-818,1294,-49,0,694,101,126,1019,19,0
343468,-40,1147,415,-118,851,191,116,980,-145,0
343484,383,1137,188,-272,1009,333,271,1000,-29,0
343500,-141,803,277,-345,1064,353,194,1266,-281,0
343515,-212,941,495,-218,1166,242,29,1276,-262,0
343531,-121,1088,277,-90,1120,10,-77,1180,-194,0
343546,-101,1068,207,63,1074,60,-165,1038,-184,0
343562,-80,1107,128,81,1009,90,-174,980,-223,0
343578,30,1029,178,236,981,80,-203,895,-165,0
343593,90,990,198,336,888,131,-223,838,-145,0
343609,131,990,217,327,916,101,-252,819,-165,0
343625,80,1000,267,318,935,111,-213,838,-203,0
343640,0,1049,277,263,925,131,-174,876,-174,0
343656,-60,1039,297,145,953,171,-145,980,-165,0
343671,-30,1009,287,218,962,161,-106,1028,-165,0
343687,10,1039,198,218,953,131,-87,1009,-174,0
343703,-10,1009,227,190,953,121,-38,990,-155,0
343718,-30,1009,237,172,944,151,0,990,-174,0
343734,-70,990,297,154,953,181,9,980,-135,0
343750,-111,1009,297,200,962,171,-9,942,-145,0
343765,-50,1029,237,236,944,141,-19,933,-145,0
343781,-50,1009,198,218,935,101,-58,971,-145,0
343796,-80,1029,207,227,935,70,-38,952,-116,0
343812,-90,1039,227,218,925,121,-58,942,-145,0
343828,-131,1029,227,154,953,121,-58,971,-126,0
343843,-101,1019,178,127,962,121,-38,971,-145,0
343859,-131,1019,188,145,1000,121,-29,990,-126,0
343875,-151,1019,227,118,981,111,-38,1009,-106,0
343890,-171,1029,257,136,981,141,-19,1000,-97,0
343906,-111,1058,227,136,981,141,-19,1000,-97,0
343921,-181,1068,227,218,953,141,-38,895,-9,0
343937,-151,1058,237,218,953,141,-38,895,-9,0
343953,-80,1137,-108,245,916,161,-48,923,38,0
343968,-222,1058,207,327,898,151,-58,904,38,0
343984,-70,1107,237,381,879,111,-29,904,38,0
344000,-151,1137,198,463,879,70,-29,904,38,0
344015,-121,1245,188,518,879,30,-87,819,-194,0
344031,-101,1470,217,572,990,121,-87,819,-194,0
344046,40,1911,207,709,1324,-10,-135,1114,-223,0
344062,30,1960,178,1018,1398,-151,203,1466,-378,0
344078,242,2068,178,1209,1296,-131,116,1257,-203,0
344093,454,2058,297,1145,1259,-90,-135,1142,-184,0
344109,505,2019,485,909,1324,-131,-271,1152,-165,0
344125,464,1833,663,681,1342,111,-213,1009,-213,0
344140,-60,1382,752,200,1129,404,58,923,-281,0
344156,-868,696,881,-290,1055,242,320,914,-281,0
344171,-535,705,376,-554,1046,424,417,876,-116,0
344187,646,284,217,-645,1212,404,398,980,-58,0
344203,262,147,455,-254,1231,121,281,1161,-97,0
344218,595,98,564,-445,962,262,116,1104,-67,0
344234,797,196,386,-454,842,292,67,1047,-155,0
344250,646,313,297,-300,824,181,38,1028,-145,0
344265,434,343,306,-300,814,70,67,971,-135,0
344281,343,450,346,-300,796,0,116,980,-106,0
344296,282,578,287,-309,787,40,106,952,-58,0
344312,161,656,316,-318,777,131,116,942,-48,0
344328,40,774,346,-281,712,101,67,971,-29,0
344343,-101,911,415,-300,694,80,29,1000,-29,0
344359,-101,911,415,-309,740,40,48,1038,-38,0
344375,-252,1068,396,-354,731,-10,87,942,-29,0
344390,-232,1205,257,-445,750,-60,48,971,-19,0
344406,-191,1264,178,-518,703,-151,77,990,-48,0
344421,-141,1362,207,-500,768,20,87,1009,-38,0
344437,-181,1519,168,-281,861,-10,126,961,-38,0
344453,-424,1705,59,-181,1046,-20,165,942,-38,0
344468,-868,1960,-148,127,972,-20,174,904,9,0
344484,-1020,2147,-455,618,944,50,184,866,19,0
344500,-1171,1852,-386,1181,824,-50,155,838,38,0
344515,-1353,1549,-297,1672,814,-313,77,914,-9,0
344531,-1646,1509,-722,1163,907,-292,-29,914,38,0
344546,-1464,1725,-1227,918,898,-272,-58,1038,48,0
344562,1868,1539,-148,890,1388,-585,67,1228,-194,0
344578,1080,1205,59,863,1240,-464,135,1580,-281,0
344593,-1555,1715,19,1100,1287,-595,-38,1571,-475,0
344609,141,1343,465,18,981,-50,29,1257,77,0
344625,242,1088,188,18,981,-50,-19,1161,-242,0
344640,-363,696,633,-572,1018,444,174,904,77,0
344656,-252,950,594,-336,944,555,184,1152,-291,0
344671,-131,1156,118,0,1212,262,97,1161,-291,0
344687,121,1058,158,63,1000,10,-19,1095,-184,0
344703,0,1058,118,300,953,0,-126,1085,-233,0
344718,0,1058,118,227,944,40,-126,952,-194,0
344734,141,1009,188,218,888,70,-106,866,-67,0
344750,101,990,227,209,907,161,19,828,-203,0
344765,40,980,257,190,935,151,-38,780,-233,0
344781,-10,1019,277,190,935,151,-29,838,-223,0
344796,-40,1039,297,181,1009,181,-87,971,-155,0
344812,-20,1019,297,109,953,202,9,1104,-106,0
344828,-60,1009,287,109,953,202,29,1066,-155,0
344843,-80,1000,237,127,1000,151,38,1019,-135,0
344859,-10,1029,198,163,972,141,67,1019,-145,0
344875,-30,1000,207,200,981,141,77,990,-145,0
344890,-30,1000,207,190,953,171,87,1000,-145,0
344906,-30,1009,237,200,925,151,29,990,-116,0
344921,-90,1009,297,200,944,131,29,923,-67,0
344937,-101,1000,287,218,935,171,9,971,-116,0
344953,-80,1009,257,218,935,161,145,952,-77,0
344968,-70,1019,227,218,925,131,223,904,-77,0
344984,-60,1019,217,245,925,111,310,761,-58,0
345000,-111,1029,207,163,962,131,330,600,-19,0
345015,-191,1019,287,136,935,181,252,714,19,0
345031,-171,1000,237,154,944,202,320,628,-77,0
345046,-101,931,653,218,981,121,320,628,-77,0
345062,-50,941,277,218,962,111,194,742,-67,0
345078,-111,1058,247,272,916,121,-970,2552,1446,0
345093,-242,1068,267,318,898,111,-213,2285,873,0
345109,-151,1088,247,318,916,141,388,1447,58,0
345125,-212,1107,247,300,916,101,-368,542,-184,0
345140,-212,1117,198,281,907,60,-1650,-523,689,0
345156,-181,1166,188,354,935,-20,-407,-628,310,0
345171,-121,1284,158,427,1027,20,-19,400,184,0
345187,-90,1745,227,554,1277,20,-262,923,184,0
345203,40,1794,148,690,1259,-131,145,619,106,0
345218,151,2029,158,836,1305,-222,-708,1295,203,0
345234,252,2029,277,918,1361,-222,-223,2523,-1029,0
345250,696,2078,524,1045,1240,-101,864,1076,631,0
345265,535,1862,633,1054,1296,70,-417,1219,-271,0
345281,121,1245,633,681,1259,131,-155,1447,-19,0
345296,-989,794,584,-27,1175,525,116,1247,-203,0
345312,-1020,990,128,-400,1037,505,174,1009,-126,0
345328,40,441,217,-563,1138,535,300,1085,48,0
345343,494,49,356,-363,1259,383,194,1266,9,0
345359,494,49,356,-309,1185,313,116,1028,19,0
345375,484,137,376,-490,925,292,-48,1019,-155,0
345390,484,137,376,-527,824,262,-165,990,-106,0
345406,696,176,267,-418,870,151,-155,885,-87,0
345421,494,294,207,-418,842,40,19,942,-184,0
345437,292,333,227,-381,787,-30,19,1123,-97,0
345453,222,431,247,-418,851,-30,252,990,213,0
345468,171,519,257,-427,851,30,310,1114,-38,0
345484,20,627,336,-390,675,20,38,1085,-155,0
345500,-90,686,405,-381,675,-20,-165,1000,-29,0
345515,-282,970,316,-390,722,-20,155,800,-67,0
345531,-282,970,316,-445,657,-60,155,961,-87,0
345546,-171,1098,158,-490,703,-80,77,1038,9,0
345562,-171,1098,158,-663,750,-40,48,1028,19,0
345578,-242,1294,207,-663,666,-30,19,1047,19,0
345593,-242,1294,207,-527,685,60,87,895,-106,0
345609,-434,1509,217,-327,861,90,126,828,-9,0
345625,-1171,2245,-128,127,1018,20,194,942,-116,0
345640,-1171,2245,-128,636,1092,141,271,780,-174,0
345656,-1535,2019,-267,1263,805,232,116,676,145,0
345671,-1545,1921,-277,1372,990,-60,9,800,-9,0
345687,-1828,1607,-504,1100,925,-191,58,800,48,0
345703,-1424,1803,-1415,1345,1092,-383,-48,552,87,0
345718,1414,1833,-405,1336,1324,-525,-174,609,339,0
345734,1060,1245,-49,990,1185,-676,38,1780,-48,0
345750,-1000,1313,207,100,861,-90,281,2400,-242,0
345765,0,1176,485,-336,888,60,291,1666,-252,0
345781,272,970,-99,-672,1027,252,446,1085,339,0
345796,-464,764,831,-545,944,575,320,1152,-233,0
345812,-464,1049,504,-190,1231,434,368,1142,-116,0
345828,10,1049,138,100,1037,101,213,1123,-165,0
345843,20,1137,118,472,990,101,126,933,-29,0
345859,171,1000,178,363,898,30,-116,866,252,0
345875,171,1000,178,254,888,30,-252,980,97,0
345890,101,980,198,300,888,70,-155,857,48,0
345906,90,1029,178,218,916,90,-242,1085,67,0
345921,50,980,257,190,944,111,-203,1009,19,0
345937,-20,1009,297,218,1000,161,-77,990,87,0
345953,-161,1088,346,81,981,181,77,866,-339,0
345968,-121,1009,287,136,981,191,126,638,135,0
345984,-90,990,257,218,972,171,67,980,19,0
346000,-10,1009,207,218,972,131,155,1238,-9,0
346015,-40,1019,217,172,972,131,0,1161,-19,0
346031,-50,1019,217,145,953,131,19,942,38,0
346046,-101,1019,237,127,962,191,174,876,38,0
346062,-181,1009,306,172,972,181,58,1009,38,0
346078,-111,1019,277,227,953,161,19,1038,29,0
346093,-80,1009,207,218,944,151,38,1009,29,0
346109,-151,1068,99,136,981,111,29,1019,38,0
346125,-353,1147,138,109,972,131,29,1000,29,0
346140,-353,1147,138,181,935,181,19,971,48,0
346156,-262,1000,267,209,953,161,38,885,87,0
346171,-181,1029,237,245,916,131,38,876,116,0
346187,-191,1039,247,290,916,141,38,885,174,0
346203,-191,1039,247,336,935,101,38,942,135,0
346218,-181,1078,277,336,935,101,87,952,97,0
346234,-171,1078,237,390,888,70,77,895,48,0
346250,-171,1098,188,481,879,50,19,857,0,0
346265,-90,1401,257,790,1157,20,-67,904,-116,0
346281,-90,1401,257,790,1157,20,-87,1104,-135,0
346296,50,1882,247,1118,1361,-90,155,1219,-116,0
346312,101,2107,277,1336,1351,-222,0,1228,-116,0
346328,151,2137,148,1245,1287,-232,-233,1085,19,0
346343,454,2186,217,1018,1351,-121,-330,1085,67,0
346359,575,2117,455,727,1287,70,-194,980,19,0
346375,555,1872,702,290,1166,383,174,780,-97,0
346390,202,1284,801,-290,1111,393,310,914,-213,0
346406,-767,676,910,-736,1074,565,446,1180,-262,0
346421,-525,705,495,-672,1194,454,417,1295,-165,0
346437,909,196,306,-118,1342,202,271,1180,-48,0
346453,626,-19,485,-400,981,272,165,1066,-48,0
346468,808,39,514,-463,824,272,97,1000,-9,0
346484,1000,186,366,-390,796,141,58,980,-19,0
346500,767,303,277,-345,648,40,77,971,-29,0
346515,515,372,267,-345,750,10,106,942,-9,0
346531,393,509,297,-354,768,90,155,885,38,0
346546,393,509,297,-363,777,111,135,904,58,0
346562,292,627,297,-345,675,90,116,923,58,0
346578,101,774,306,-400,620,30,126,923,67,0
346593,-10,941,326,-436,685,-20,155,923,77,0
346609,-171,1098,326,-572,675,-20,145,971,-9,0
346625,-232,1205,277,-536,666,30,145,1028,-233,0
346640,-121,1313,148,-327,768,-80,145,1028,-233,0
346656,-151,1382,178,-45,879,-222,194,923,48,0
346671,-535,1843,59,100,861,-303,262,942,77,0
346687,-1020,1921,-108,581,990,30,262,847,48,0
346703,-1262,2137,79,1000,851,252,320,780,126,0
346718,-1464,2127,-653,1818,990,-434,242,828,126,0
346734,-2080,1813,-732,1318,1083,-454,106,885,252,0
346750,-2282,1715,-831,1245,962,-565,-48,1085,126,0
346765,-808,2215,-29,981,1694,-1000,-145,1619,-233,0
346781,979,1637,-603,590,1083,-212,-300,2104,-223,0
346796,-1070,1519,594,-418,675,252,-116,1228,77,0
346812,202,1117,-257,-1327,1268,282,135,790,242,0
346828,-111,549,425,-800,944,606,145,1257,-310,0
346843,-666,1176,920,-436,1268,323,116,1295,-330,0
346859,-272,990,217,127,1111,171,-38,1266,-58,0
346875,-40,1117,168,336,990,171,-242,1133,97,0
346890,70,1127,227,245,990,20,-368,961,87,0
346906,282,950,108,318,879,121,-330,866,97,0
346921,40,1029,227,200,833,171,-203,819,48,0
346937,0,1000,316,154,1009,181,-87,809,19,0
346953,-101,1009,326,118,981,161,-38,990,-38,0
346968,20,1029,267,227,1009,181,0,1066,-38,0
346984,-90,1009,306,236,944,161,-19,1009,29,0
347000,-80,1019,287,236,944,161,0,961,29,0
347015,-10,1009,237,227,925,131,-9,923,77,0
347031,-10,1000,217,263,935,121,-29,923,48,0
347046,-60,1029,247,254,916,111,-29,971,9,0
347062,-101,1019,267,163,935,101,-9,961,19,0
347078,-131,990,277,172,944,131,0,971,9,0
347093,-121,1009,277,181,944,141,-9,961,38,0
347109,-101,1019,237,227,953,141,-9,1000,29,0
347125,-131,1029,198,200,944,111,-29,1000,19,0
347140,-181,1019,247,127,935,111,-19,980,19,0
347156,-171,1009,306,127,953,151,0,990,29,0
347171,-191,1029,257,90,981,171,-9,1000,77,0
347187,-232,1039,158,81,972,161,9,990,87,0
347203,-333,1058,108,127,962,181,29,923,135,0
347218,-252,1039,198,154,972,191,38,952,145,0
347234,-252,1078,237,218,972,181,97,980,126,0
347250,-212,1058,227,200,953,141,106,942,126,0
347265,-222,1088,247,236,944,131,116,942,106,0
347281,-222,1117,207,272,962,101,116,980,48,0
347296,-242,1166,188,300,981,10,58,942,9,0
347312,-202,1264,168,400,1018,10,-97,980,-106,0
347328,-50,1558,148,672,1157,121,-174,1142,-48,0
347343,60,1950,287,954,1342,-30,77,1352,-135,0
347359,222,2009,267,1254,1240,-141,106,1180,-126,0
347375,404,2088,356,1172,1240,-212,-19,1085,-97,0
347390,616,2029,504,1081,1212,-50,-194,1019,-9,0
347406,646,1892,603,700,1212,232,-213,942,-87,0
347421,121,1392,594,154,1185,464,-116,857,-87,0
347437,-1090,950,881,-263,1074,444,174,771,-116,0
347453,-808,1068,415,-563,1175,484,368,847,-97,0
347468,575,333,207,-409,1370,303,378,1238,-97,0
347484,202,137,465,-263,1305,131,213,1257,-48,0
347500,555,186,465,-490,953,262,97,1057,9,0
347515,858,205,287,-436,870,232,67,971,-9,0
347531,626,323,217,-309,842,171,48,980,-87,0
347546,434,362,198,-281,870,101,106,952,0,0
347562,333,372,237,-300,814,40,145,1000,29,0
347578,353,421,257,-345,805,40,126,980,38,0
347593,353,421,257,-363,842,90,116,971,48,0
347609,222,519,257,-363,722,90,106,1000,58,0
347625,60,627,306,-445,638,40,87,990,67,0
347640,-40,725,306,-472,712,30,106,952,77,0
347656,-121,843,316,-490,657,-20,126,1000,58,0
347671,-191,1088,178,-554,657,-70,106,1009,58,0
347687,-101,1107,128,-690,648,-60,87,990,67,0
347703,-20,1225,158,-727,648,-80,106,980,38,0
347718,-80,1460,207,-218,879,10,145,923,38,0
347734,-424,1754,188,172,925,-171,213,885,135,0
347750,-818,2049,0,345,1138,121,242,895,58,0
347765,-1828,2392,-198,1509,731,-50,262,914,-67,0
347781,-2141,1882,-158,1918,1064,-353,233,952,-77,0
347796,-2060,1676,-920,1163,1046,-414,194,1009,145,0
347812,-1838,1970,-1544,1254,1009,-484,48,1114,184,0
347828,2454,1480,19,1127,1175,-626,-116,1342,165,0
347843,-606,1598,-524,1090,1416,-848,-223,1619,-135,0
347859,-606,1598,-524,-236,731,222,-213,1400,-252,0
347875,-717,1480,544,-327,870,454,-48,942,116,0
347890,353,1098,356,-327,870,454,174,1028,-48,0
347906,-101,990,207,-800,1055,444,203,1142,-106,0
347921,-343,735,762,-800,1120,595,67,1228,-184,0
347937,-505,1058,306,-81,1194,242,-97,1228,-106,0
347953,50,1156,59,300,935,101,-97,1228,-106,0
347968,60,1137,198,227,935,40,-271,1142,77,0
347984,131,980,148,118,1009,50,-339,961,77,0
