,0,Variance_A_F,STD_T_L,FI_A_F,FI_A_V,FI_A_L,EN_A_F,EN_A_V,EN_A_L
8613,0,22071.89429,59.38051784,2.14832209,0.193527472,0.924300083,1795917,68391199,2136502
8832,0,564.5505371,31.212880300000002,0.49731624,0.192429965,0.190469937,645897,62800913,6644829
7049,0,93.13964844,11.96249633,0.22739562600000002,0.20141582800000002,0.193311877,3326556,62787642,3323811
665,0,623254.8806,101.6562248,1.569911368,1.340104572,2.579981309,45694605,66017022,12534602
6002,0,182594.0459,92.28604902,0.435450757,0.139979689,1.5534491990000001,14556502,82754237,14980773
6342,0,43.53027344,10.59848484,0.213634195,0.195630875,0.189269909,1358264,61469800,6531990
9383,0,414117.9529,80.04260188,1.0605777159999998,0.156887794,1.878978111,27982509,96760302,5165927
1644,0,99400.73804,105.10775259999998,3.2577255160000003,0.18437569399999998,1.638032069,11250721,65137766,4043325
2754,0,352748.8896,101.0970875,3.5431982389999996,0.67663181,2.385000509,26712068,71465806,13332109
1637,0,677718.7021,119.7426185,2.487491913,2.60410904,1.324895104,52408530,65506440,11598157
2144,0,1172135.7959999999,145.5071336,0.33339424100000004,1.059546597,1.09926569,82122914,141980573,20946454
4119,0,417147.8728,108.0229287,1.674243661,0.8685280959999999,4.416572892,27043649,70146384,42070588
3968,0,103.125,12.92753239,0.21777868399999997,0.200023093,0.189727633,4151896,62471223,3125976
1098,0,71.875,14.20026271,1.625234057,0.197631164,0.18908796,8200,61470000,8261084
5160,0,312379.9521,159.4303305,0.834584397,0.324200571,1.351117194,21163582,104133600,8681853
1086,0,181.03027340000003,21.59345039,1.413056436,0.19164378,0.225341237,13500,61803681,8364126
7525,0,23259.667719999998,27.22934997,0.25421806199999997,0.24309213300000002,1.7287862280000001,3981465,66267619,480704
2819,0,390532.6631,135.4818369,3.037981839,0.46181763200000003,0.749585893,29449356,70678252,7283044
7426,0,232906.2771,76.18580642,1.134149262,0.288022873,1.418885493,15856383,77675555,8444793
3082,0,1049168.4840000002,82.07765354,2.3816758719999997,0.78537056,0.929049893,69810615,77226467,8158598
6431,0,64.23339844,10.61974824,0.19723473100000002,0.20583759,0.199553065,1430344,61451700,6693290
1105,0,81.42089844,15.13951234,2.767422273,0.195673189,0.304464302,8100,61784581,8096553
9187,0,181265.9158,49.08602143,0.951005763,0.236439106,0.7856938640000001,15440169,64399587,8029757
2153,0,1417113.187,157.03257069999998,0.840405669,0.569943149,3.28866239,99528771,136650910,16193100
5937,0,288252.2712,79.28675582,0.976256001,0.5042543389999999,1.601605696,20248103,83970758,9055951
511,0,113.939209,12.19141564,0.210629395,0.206248225,0.1795747,6091531,44829326,19216424
3438,0,13427.19702,48.51005654,0.8250781290000001,0.246857102,0.20832196,1858091,65028533,4498033
9623,0,631612.2725,68.26950699999999,0.67223882,0.44077307299999996,0.751246471,43537528,97003705,9548787
3421,0,699235.9990000001,97.58253593,4.075439214,0.6784546379999999,0.270270965,46379918,78526542,9151371
5262,0,64.74609375,15.38159634,0.239523104,0.199339596,0.20436895100000002,1171624,55605043,13128200
6778,0,324435.49,97.70938554,5.376887831,0.609014996,2.811497296,23290779,83999110,11663141
3367,0,58.76464844,10.98418608,0.200101627,0.19416525199999998,0.197257989,191900,56207575,13559000
6954,0,60.83984375,10.0750601,0.192255961,0.20131291399999998,0.20407341199999998,3365616,60321100,5778926
10381,0,81.96777344,11.36476832,0.211134897,0.198618065,0.227531619,420304,57152476,12409200
10394,0,109.8786621,11.88641515,0.195608901,0.198331189,0.190471248,6606151,58059254,4924083
7345,0,25419.538819999998,75.52273399,4.585298112,0.22081728399999997,0.298365905,2195555,66970534,2620873
19,0,585.9333496,17.68462184,0.748424911,0.202059662,0.217307735,379871,62175362,7451733
8407,0,105.859375,13.22251719,0.214504234,0.197939644,0.200571451,1757104,64478124,3177731
7855,0,93.359375,19.17752184,0.386841289,0.19644924600000002,0.19366386800000002,178200,65596258,4008576
7673,0,155823.0586,60.62976785,0.46108678399999997,0.381174422,1.647564465,12312046,81307057,5160373
2738,0,56.93359375,10.54259172,0.20323823,0.19603623399999998,0.20160944,21048800,38163193,10699576
5310,0,847.3398437999999,27.46950991,0.245797513,0.19305670600000002,0.273564513,511882,67487668,1448456
4997,0,293.6523438,15.10946387,0.39463121100000004,0.19501632800000002,0.23809124899999998,77600,67626864,1761116
5330,0,85.83984375,10.82016302,0.571917217,0.193021745,0.188835996,74400,49492156,20662224
3858,0,127.84375,72.89466763,0.212959432,0.201651451,0.20344624,793178,60397700,8922093
4262,0,74.609375,13.51864128,0.209040925,0.20088830100000002,0.203247714,8235936,51524145,10249834
235,0,2644.702148,51.87192903,0.9821008179999999,0.20943119699999999,0.182715961,713536,61460234,8331796
10665,0,553434.3357,81.07077438,0.740990261,0.265852381,2.535583465,40942885,86764357,10239736
5030,0,376402.1836,154.9525633,0.892666099,0.382409678,0.7609528309999999,24743412,106097080,9133679
3420,0,411225.1912,80.57124995,6.160617202999999,0.528454042,0.28893573699999997,29246361,72353698,6759073
6604,0,411699.4041,92.58934531,2.751726259,0.474520892,3.7299564530000002,28276347,88033199,12132453
5088,0,450652.8943,144.574578,0.509887302,0.29176888300000003,0.784616126,30125191,108715943,9504575
9787,0,87.84741211,11.27804664,0.209429513,0.203077163,0.18552013899999997,6280021,61982800,1242836
4759,0,64.46850586,10.90870092,0.21972407100000002,0.19828905600000002,0.20385757399999999,418701,48010741,21690389
6201,0,272591.2419,99.15840069,0.667230302,0.097837395,1.257434453,19910347,83348466,16444694
1033,0,901904.7959,150.6995982,1.573973892,0.46047222,1.25560863,65396192,74518140,25153565
8756,0,46426.6084,77.97232425,0.661027836,0.130895611,0.97267277,8955442,72313528,5378025
8563,0,13205.78882,49.15915787,0.626644739,0.19370411899999998,0.298773471,1623315,69739422,1496666
4084,0,136.30371090000003,15.6414913,0.204544543,0.19089785,0.200681203,1544464,61884300,6529956
5883,0,260949.8438,89.11980612,1.5058779169999998,0.22201733199999998,1.5696736580000001,20724826,85335848,11446427
2031,0,62.40234375,14.70430388,0.192615725,0.19200777100000002,0.212857708,27101224,34789599,7517584
5027,0,261844.2869,137.5182623,1.56851068,0.918944795,1.846585671,18052225,83882937,29359112
7701,0,61.62109375,19.99921873,0.196837784,0.197206685,0.336046852,1787504,66747823,50903
1090,0,87.5,14.03371185,2.745433665,0.194923438,0.15194745699999998,9200,61981400,7776104
2577,0,64.0625,46.55668745,0.197929683,0.202329029,0.19683851,14459304,43339862,12137591
9115,0,15970.26465,47.00364638,1.308716325,0.21134940000000002,0.56241525,1731482,62175199,7585325
10664,0,157289.0381,56.90150481,1.17125179,0.168757355,1.57129412,12630500,69564276,2904118
10304,0,572881.5466,81.75744035,2.027606119,0.5050524820000001,3.61535167,38066571,90968052,5298292
8612,0,19749.28687,52.90895177,4.478927178,0.243578662,0.253331712,1966827,66453490,1922762
5673,0,344068.5056,106.6885389,0.8356304090000001,0.33664796700000005,0.922601067,23975837,99029885,6959560
10532,0,73.4375,11.77091515,0.274186779,0.203232193,0.216758155,376800,67771424,1236396
9397,0,177916.5583,82.47410667,1.206315321,0.17777902,1.518700479,13126091,86038180,11384975
1311,0,143.6523438,19.86180281,0.177783048,0.210785597,0.175160535,3172256,47256791,19653644
8323,0,106.72558590000001,11.63977556,0.188086282,0.19980193699999999,0.223169851,515556,67076902,1498996
4018,0,71.45996094,12.02316084,0.509723126,0.20502774699999998,0.194475482,26700,50415555,19816524
413,0,486099.1833,112.3590252,4.450816184,0.253074533,0.6886664290000001,39457391,62845566,14211746
2446,0,265991.4626,121.0745993,0.987081023,0.133567298,1.22882552,18670505,81026566,8117326
3025,0,88.84277344,11.3569461,0.48542760799999995,0.20317785600000002,0.208306018,30100,62035605,7942404
4729,0,77.31933594,9.695158263,0.239734888,0.202303467,0.20664858600000002,390900,47650086,21864269
6450,0,78.68652344,10.60176688,0.236659923,0.202928307,0.198322735,1425304,61392200,6754504
4013,0,70.3125,12.32097384,0.51486181,0.20357558,0.19993426399999997,27000,50105227,19871824
5426,0,207.8125,13.82705681,0.197721885,0.204474105,0.226294763,26207224,22432436,20657809
4122,0,1003462.359,133.1782455,2.3843853619999997,0.985120995,4.014214161,64226920,72698002,85695850
7957,0,21684.107180000003,53.96279643,1.961323555,0.220531649,0.436999432,1581053,68581226,3266200
8428,0,68.359375,12.81718664,0.22801770000000002,0.19476516100000002,0.19139922199999998,1071464,67484304,938547
9493,0,374389.7803,75.71589159999999,1.888641068,0.562162477,1.3909142280000002,24680474,91585858,12327683
7511,0,144916.7712,74.99296191,1.602171407,0.158665773,2.5022976359999998,12197491,89827619,8435814
9676,0,84.44897461,11.12077474,0.19939379899999998,0.200712267,0.235606818,692853,66706863,2041621
4913,0,197650.613,110.99531499999999,0.8087646070000001,0.24910027699999998,1.690940345,13256675,78442843,6699123
932,0,70.99609375,13.78297715,0.387915856,0.19793408,0.21913520600000003,47600,65231889,4297016
2003,0,558033.5349,100.278634,0.887165436,0.41963666,4.292670909,40445315,90717934,9237515
3751,0,234.53125,41.75362248,0.19055198199999998,0.196723023,0.213285566,803554,63685650,5377119
6390,0,87.40234375,9.686781727,0.22386460000000002,0.202578715,0.210809275,1375664,61726900,6602797
2756,0,319.56616210000004,20.94626682,0.427676025,0.19910592600000002,0.186224394,1087283,65207564,3375406
2831,0,368899.6169,76.77181687,2.6842200259999998,0.350508273,2.2489805990000002,26885223,72652830,7754704
6582,0,303786.585,95.31540979,1.157334794,0.192899638,1.491183015,22129482,84702229,12352806
4587,0,408077.2773,102.3346787,0.892379422,0.308221172,2.482175358,26726126,85985539,7349773
5998,0,378197.6787,89.83361219999999,1.7800693669999998,0.503202763,2.62150973,27174242,86337445,11806929
2051,0,643401.0388,99.83105724,0.6655368389999999,0.289624775,2.687860962,47968251,86220338,11363213
6012,0,271298.5625,118.19059750000001,1.875192479,1.087419262,2.563484569,20481864,79002965,10735434
5618,0,189688.1365,68.40903375,6.749115231,2.099068189,1.719688976,14786763,69625006,5131440
3206,0,79.46777344,15.78752969,0.452412201,0.19950662,0.189527408,109900,56239191,13530600
6061,0,270087.4431,90.34958149,0.516449106,0.065149982,0.384671663,19980529,85728212,14031847
6467,0,92.08984375,11.38285272,0.227980194,0.20333740600000003,0.202856019,258400,66194356,2837021
6048,0,92.21264648,10.09117372,0.221979872,0.199541758,0.199562342,333801,66058501,2795631
919,0,99.609375,12.73156602,0.868487737,0.202846153,0.20468349800000002,27400,65508773,4018416
8562,0,101233.0781,57.22139535,0.8742325940000001,0.487118438,1.244241628,7429542,72959763,4337051
4708,0,2256.433594,108.21653909999998,1.1806518990000001,0.181658495,0.24428063100000003,450774,49278098,20272843
3199,0,60.13183594,14.18914328,0.331924228,0.204681217,0.20056228199999998,120300,56704670,13533600
9852,0,64.42871094,12.32910524,0.186243797,0.19893519199999998,0.23963885899999998,6520656,61727081,1152996
10121,0,207344.4978,77.50113249,5.499869403,0.503784424,2.047138038,14215561,91425498,7349983
2042,0,65.234375,14.10679655,0.19906397899999997,0.193744878,0.213606144,27179544,34530035,7661204
7805,0,1911.597412,10.29558271,0.40803788700000004,0.203083828,0.104565825,140601,66674017,2646256
8554,0,260366.2803,94.77604668,0.70807883,1.803056768,1.547497785,20287706,84985190,3891918
5217,0,234146.0798,91.73424059999999,3.790051612,0.513148065,1.5904634780000002,15353343,92266540,8629374
1617,0,193823.9607,148.8003033,0.810190517,0.6756898490000001,2.1058461840000002,22759453,60530345,5473970
9357,0,60563.39746,48.1907399,1.532833391,0.13395152,0.293660411,6990400,60450416,7245364
293,0,2395.058594,32.46524208,1.419938573,0.169951915,0.17587435399999998,1971736,60794300,7229229
7255,0,0.0,10.59070753,0.19962854300000002,0.19962852399999997,0.19962851,16321600,45481536,9535744
6108,0,320211.9021,96.68503552,7.062360103,0.191787116,1.598141073,23232173,76171857,13278987
6074,0,79475.24609,88.07838833,7.68728554,0.302308055,1.034776393,5771172,66253148,9094391
5284,0,433.8349609,16.40571428,0.148684005,0.215321449,0.40837703,1803988,67311643,334110
7419,0,120335.8506,79.83691721,0.621348225,0.28282491600000004,6.7047709289999995,10865446,94293134,5748861
10213,0,104.2773438,11.95392154,0.18478916399999998,0.199718996,0.19452841899999998,5592806,55803159,8305024
3817,0,66.55371094,12.17161425,0.200831705,0.194361865,0.203937681,801262,60226881,8880584
1766,0,76.92871094,15.10567431,0.21124549,0.197487804,0.228103959,1584344,64204720,4054296
8883,0,982.7595215,24.447468399999998,1.999220054,0.181780233,0.22085284600000002,393953,62171157,7253543
789,0,817916.6638,157.38576899999998,2.9028728530000003,0.301317343,0.433270776,61286019,70528313,18501337
3168,0,62.109375,11.34774164,0.21191606899999998,0.20155324600000002,0.21142543,160000,56893180,12924200
8113,0,22653.71655,78.64029437,0.7628762840000001,0.23734904899999998,1.6082783669999998,2149361,68348286,3182591
3924,0,518596.9998,64.46975543,5.96576506,0.304964373,1.043400809,36387599,70418066,4793318
654,0,639.7224121,20.05085697,0.571757501,0.185503931,0.218460987,948913,59811124,9297103
8498,0,304659.6211,108.0984071,0.792755135,0.289739611,4.620245296,21764746,89466404,3322247
5201,0,131.3220215,12.78793377,0.204820193,0.200032433,0.250592158,795839,67484304,1473516
10396,0,53.02734375,11.46798363,0.195729925,0.195287624,0.21566932100000002,6667536,57961653,4905763
8029,0,70944.09375,59.9947833,1.015770727,0.143431328,0.85321702,7758858,77530336,4121988
7088,0,98.21777344,9.105166266,0.212987438,0.197996017,0.19036035899999998,3464956,62334362,3408911
9205,0,132038.6931,63.77602869,1.6420278609999999,0.8766596609999999,0.575005279,12254439,63891675,7919589
1386,0,1008748.115,148.53302109999998,0.734318206,0.151386465,2.177597145,78655211,84697754,16425275
8193,0,153.8085938,11.5900748,0.39594516399999996,0.195515021,0.164086738,180000,67972673,1194236
1899,0,963514.5615,215.6666423,2.830059711,0.35265701899999996,0.9851459659999999,67406946,133265535,16014527
7599,0,37498.609130000004,51.92678138,4.352657025,0.25719760199999997,1.339929624,3321271,73694558,3180211
9820,0,115.625,13.22165859,0.227352434,0.198058505,0.18031867199999999,6479336,61921281,1146816
10346,0,99541.79858,52.99630552,3.682718776,0.346923815,0.426776895,8349269,82445094,3463187
9336,0,105203.6094,41.6011451,1.027054015,0.186793705,1.822236692,9681120,68407580,10927650
1104,0,150.75683590000003,13.91259511,2.947938632,0.20145716,0.285796445,13100,61941800,8037438
6111,0,45387.421630000004,88.95300149,1.0236582379999999,0.17655406899999998,1.295128311,3953115,64247081,6864144
6919,0,90.99121094,13.65750137,0.213554254,0.197685252,0.203826925,1687384,63738254,3942616
8079,0,83.67163086,11.64833008,0.209594765,0.201077051,0.191668457,737877,67175104,1466396
7729,0,2964.788086,37.70857361,0.83502232,0.19992223399999998,0.20013783899999998,255924,67144941,1921011
1534,0,350.5273438,27.86965686,0.484219936,0.199928453,0.30915567899999996,987740,67936947,335827
10563,0,76.16308594,15.1551546,0.24616888399999998,0.19939627199999999,0.249023503,498732,67732643,1395356
7406,0,249060.6094,57.11942456,4.377168741,0.266096667,1.40721964,18283840,83591079,4913616
3918,0,7676.181395999999,24.43002103,0.958601974,0.397224698,1.4595076340000002,8178725,61680414,740605
9863,0,99.94702148,10.30017019,0.19240614600000003,0.20189701899999998,0.213204695,6515911,61824400,1140893
9002,0,381.91967769999997,19.92460766,0.38823673799999997,0.188790312,0.196868672,1502187,62571050,6246693
8946,0,16056.82715,63.12014214,0.319036525,0.19784246,0.25936936,2277002,61402688,7166082
8942,0,273.4375,30.76619238,0.18496748699999999,0.198317121,0.194145547,1501024,59645681,9020731
6089,0,269732.1836,84.27206539,0.8695633009999999,0.49082302899999997,4.052208282,19135652,85502177,10713296
4212,0,68.75,10.52953436,0.204043652,0.19881391899999998,0.203658355,7979376,52061012,9799979
2632,0,70.99609375,10.767144300000002,0.201323702,0.20246541,0.197482667,13839224,47627376,8671024
8881,0,652.298584,22.20157454,1.592742453,0.187558862,0.23895875100000002,422899,61723673,7448930
3820,0,62.76928711,14.48864723,0.217827165,0.19974203399999998,0.208002966,812443,59991200,8964013
1418,0,227938.7881,110.2613273,6.959733657,0.20796784699999998,3.1296255210000004,20633534,85680019,4438017
4385,0,584.0388184,11.37014835,0.601992018,0.193582438,0.27229816,123741,67016242,2328161
6868,0,98135.91772,60.93282033,2.34399388,0.386261545,1.394111083,7952871,65145339,10026313
6317,0,666.984375,51.83875805,0.132997681,0.19752130899999998,0.191168998,3300712,61667943,4957655
2241,0,136.10839840000003,14.13408861,0.163107678,0.19687359399999999,0.199586417,1136024,63957865,4114323
8202,0,91584.11108,60.08397241,0.386693545,0.357518424,1.741313942,8599167,68170667,4128401
351,0,577247.74,115.21467630000001,1.7495073680000002,0.1699233,1.7288017709999999,48303283,66324053,21119680
617,0,2405.303711,22.85338801,1.374304784,0.195683178,0.232002545,922630,63081092,6051269
6094,0,91032.375,73.58874718,0.7933983929999999,0.374678809,0.929525768,5869336,68673275,5856950
8061,0,125447.2461,81.21390875,0.804938137,0.319589199,3.062669028,10060674,82858517,4964812
1713,0,2595.255615,33.53274621,0.505725715,0.204113381,1.4630722,2680303,66159190,774547
9188,0,31400.959960000004,44.34733953,0.384556809,0.14805137599999998,0.10195041199999999,4883534,61754142,7542383
2966,0,83.76464844,10.97608151,0.238198735,0.20322627699999998,0.20682798,372900,64855537,4607776
920,0,76.92871094,14.28172866,0.961704363,0.199788157,0.182515523,21500,65495258,4149256
7803,0,70.61621094,12.20478542,0.26477692399999997,0.19829995600000003,0.210617905,512532,66869303,1787256
1532,0,467.375,22.74379637,0.167291935,0.188441587,0.424475145,843516,68284496,233304
2213,0,1511620.344,181.0442414,0.743207767,0.34024437,0.522397251,102219302,150387343,19916893
4950,0,4510.058594,236.92760330000002,0.298430977,0.20980634899999998,0.190659375,293200,59226660,10000770
8184,0,42002.20313,49.47013925,6.693729096,0.262029998,2.673111322,3362182,78189784,4661321
7864,0,0.0,12.82985676,0.199628528,0.199628568,0.19962853100000003,160000,65157184,4227136
214,0,4973.464844,24.03673539,0.14439684,0.21832459399999998,0.286299357,4292344,60823888,5115571
1951,0,460200.0076,81.16081042,0.457558832,0.187721499,3.5107793160000003,35261503,106340128,9315508
3090,0,103.8818359,11.51069476,0.17380615100000002,0.199437162,0.234440316,25900,65764096,4020656
8724,0,100.4138184,13.81741287,0.20362480300000002,0.197286839,0.227013758,2421731,64592057,2655461
4964,0,230245.6631,106.55820990000002,0.47019707200000005,0.389478511,1.181879104,15024360,77714767,6749007
5820,0,119.048584,11.44303785,0.216247465,0.199981928,0.225382643,535603,65946777,2799361
5946,0,281243.25,84.37629629,0.643255036,0.257326895,2.051203912,20985552,83602204,11217945
8011,0,16706.444340000002,59.81063664,2.0279780659999997,0.216936458,0.745025899,1688188,68584390,2615141
