time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action
671546,-171,1000,257,45,981,90,-9,1028,19,0
671562,-181,1009,247,36,981,60,0,1009,29,0
671578,-171,1000,237,36,981,90,-19,1019,38,0
671593,-161,990,257,45,990,70,-9,1028,29,0
671609,-171,1000,267,45,981,70,-9,1028,9,0
671625,-171,1000,267,45,990,60,0,1009,29,0
671640,-171,990,237,45,990,50,-38,1028,38,0
671656,-171,1000,247,45,981,70,-19,1009,9,0
671671,-181,1000,247,36,1000,70,0,1009,19,0
671687,-171,1000,247,36,990,60,-19,1028,0,0
671703,-171,1000,267,54,981,90,-19,1028,29,0
671718,-181,1000,237,36,990,70,-9,1028,19,0
671734,-181,1000,237,45,972,101,-19,1019,29,0
671750,-181,1000,247,36,990,70,-19,1028,9,0
671765,-161,1000,257,54,981,80,-9,1019,19,0
671781,-191,1009,267,36,990,101,-19,1019,29,0
671796,-171,990,267,63,981,70,-19,1028,29,0
671812,-171,990,267,54,981,80,0,1000,29,0
671828,-191,1000,247,27,990,101,-29,1019,29,0
671843,-191,1000,247,36,990,80,-9,1028,19,0
671859,-181,1000,257,54,1000,60,-9,1009,19,0
671875,-171,990,267,36,990,80,-9,1009,29,0
671890,-171,990,267,36,990,80,-19,1019,29,0
671906,-171,1000,257,36,972,70,-9,1019,29,0
671921,-171,1000,257,45,981,101,-29,1019,19,0
671937,-181,1000,257,36,990,90,-19,1038,0,0
671953,-171,990,247,54,990,70,-9,1028,9,0
671968,-171,980,257,45,972,80,0,1000,9,0
671984,-181,990,277,45,981,90,-9,1028,0,0
672000,-171,1000,257,45,990,80,-19,1019,29,0
672015,-181,1000,277,54,981,90,-19,1019,29,0
672031,-171,1000,257,45,990,80,-19,1028,29,0
672046,-181,980,257,45,981,50,-9,1009,29,0
672062,-171,980,257,45,990,80,-9,1019,19,0
672078,-181,1000,247,54,972,60,-19,1019,19,0
672093,-181,990,267,45,990,80,-9,1019,19,0
672109,-181,1000,267,45,981,80,-9,1019,38,0
672125,-181,1000,237,45,981,80,-9,1028,29,0
672140,-191,1009,257,45,981,80,-9,1019,19,0
672156,-181,1000,257,54,990,70,-19,1028,9,0
672171,-171,990,257,54,981,80,-19,1019,9,0
672187,-171,990,277,54,981,80,0,1009,38,0
672203,-191,1000,257,54,981,80,-19,1009,29,0
672218,-171,1000,267,54,981,70,0,1019,19,0
672234,-171,1019,267,36,981,90,0,1009,29,0
672250,-181,980,257,36,981,80,-19,1019,38,0
672265,-161,1000,247,36,981,80,-9,1019,9,0
672281,-171,990,257,45,981,101,-9,1019,29,0
672296,-191,990,237,27,990,80,-19,1019,29,0
672312,-171,990,257,54,990,60,-19,1000,29,0
672328,-171,1009,257,54,990,60,-19,1038,9,0
672343,-151,980,267,54,981,70,-19,1028,29,0
672359,-171,1000,267,54,981,90,0,1009,38,0
672375,-171,1000,267,45,981,60,-9,1009,38,0
672390,-171,1000,257,36,990,70,-9,1038,29,0
672406,-171,1009,257,45,990,80,0,1019,29,0
672421,-161,980,257,54,1000,80,-9,1019,29,0
672437,-171,990,257,63,981,70,-29,1009,48,0
672453,-181,990,277,45,1000,80,-19,1019,38,0
672468,-202,990,277,45,1000,80,-9,1009,48,0
672484,-181,1000,277,36,981,101,-19,1019,29,0
672500,-191,1009,257,36,981,70,-19,1019,29,0
672515,-181,990,247,54,981,80,-9,1019,29,0
672531,-171,1000,257,45,990,80,-9,1019,38,0
672546,-161,1000,277,54,981,70,0,1009,29,0
672562,-171,1000,257,54,990,90,0,1019,29,0
672578,-171,990,247,63,981,80,-9,1028,29,0
672593,-181,990,257,54,981,90,-19,1009,19,0
672609,-161,1000,277,45,990,90,-9,1009,29,0
672625,-171,990,287,45,981,80,-9,1019,38,0
672640,-161,980,306,72,981,90,-9,1019,38,0
672656,-171,1000,267,63,990,70,-9,1019,29,0
672671,-181,990,267,63,981,70,-9,1028,19,0
672687,-171,990,277,36,990,101,0,1019,19,0
672703,-202,1000,277,45,990,80,-9,1028,38,0
672718,-181,1009,267,54,981,90,-9,1019,29,0
672734,-171,1009,257,54,1000,70,-9,1019,38,0
672750,-181,1009,257,45,990,70,-9,1019,38,0
672765,-171,1000,277,45,1000,80,-19,1019,48,0
672781,-171,980,267,54,990,80,-19,1028,29,0
672796,-171,1009,257,54,981,70,-19,1028,29,0
672812,-171,990,277,45,990,90,-9,1019,38,0
672828,-171,990,277,36,990,90,0,1019,29,0
672843,-171,980,257,54,981,80,0,1000,48,0
672859,-191,1009,277,36,1000,80,-19,1019,29,0
672875,-181,1000,257,54,981,70,-9,1028,29,0
672890,-181,990,267,36,981,80,-9,1028,29,0
672906,-181,980,277,36,972,80,-29,1028,19,0
672921,-171,980,267,36,990,101,-9,1019,29,0
672937,-171,1009,247,54,990,90,-19,1019,38,0
672953,-171,990,257,54,972,70,-9,1028,19,0
672968,-161,1000,267,54,981,90,0,1009,38,0
672984,-181,1000,277,45,990,80,-19,1019,48,0
673000,-171,1000,277,45,981,101,-9,1028,29,0
673015,-171,990,277,45,981,60,-19,1019,38,0
673031,-161,1009,287,54,990,90,-9,1038,48,0
673046,-151,1000,267,54,981,90,-9,1019,29,0
673062,-171,990,277,54,981,90,-9,1019,29,0
673078,-161,990,257,45,990,101,-19,1000,38,0
673093,-161,1000,267,63,981,90,-9,1019,38,0
673109,-171,1000,287,72,972,80,0,1000,58,0
673125,-161,990,267,72,990,80,-19,1028,58,0
673140,-181,990,267,54,1000,90,-19,1019,19,0
673156,-181,1009,237,45,981,101,-9,1009,38,0
673171,-181,1009,257,36,981,90,-9,1000,29,0
673187,-171,1000,277,36,990,90,-38,1028,29,0
673203,-161,990,257,54,981,70,-19,1009,9,0
673218,-171,990,277,45,990,80,-48,1009,38,0
673234,-161,990,267,36,990,111,-38,1009,38,0
673250,-171,990,277,54,981,70,-29,1038,0,0
673265,-161,1009,277,54,981,60,-29,1019,38,0
673281,-161,1000,267,63,990,80,-19,1028,19,0
673296,-171,990,277,63,981,70,-19,1019,38,0
673312,-181,1009,267,54,972,90,-29,1019,38,0
673328,-161,990,247,36,990,90,-19,1028,48,0
673343,-171,1009,247,45,981,80,-9,1019,29,0
673359,-161,1009,277,45,990,90,-19,1019,38,0
673375,-161,1000,257,45,990,70,-9,1028,48,0
673390,-161,1000,257,45,981,80,-19,1028,67,0
673406,-171,1000,247,54,981,80,-29,1028,29,0
673421,-181,970,257,45,981,70,-9,1019,38,0
673437,-171,990,247,36,990,70,-9,1009,19,0
673453,-171,980,257,36,990,80,-9,1009,9,0
673468,-181,1000,277,45,990,80,-19,1019,29,0
673484,-161,1000,267,54,981,90,0,1019,29,0
673500,-171,990,257,54,981,90,-9,1000,48,0
673515,-171,1009,257,54,981,90,9,1019,38,0
673531,-171,1000,257,72,981,70,0,1009,29,0
673546,-161,990,257,72,981,70,-9,1019,19,0
673562,-161,990,257,81,972,80,-9,1019,19,0
673578,-151,1000,257,63,990,60,9,1019,29,0
673593,-171,1009,237,63,981,80,19,1009,38,0
673609,-171,1000,267,72,981,90,29,1019,48,0
673625,-151,980,267,81,981,60,19,1038,19,0
673640,-151,1000,277,81,981,70,9,1019,48,0
673656,-161,1000,247,63,990,80,0,1019,29,0
673671,-161,1009,247,63,990,80,-19,1019,19,0
673687,-161,1009,247,45,981,80,0,1019,29,0
673703,-161,1019,247,63,1009,80,-9,1009,58,0
673718,-151,1000,247,54,972,80,0,1019,19,0
673734,-161,1000,247,54,990,70,-19,1019,19,0
673750,-171,1000,257,54,981,80,-9,1009,19,0
673765,-141,1000,247,54,990,70,-29,1009,19,0
673781,-141,1000,247,54,990,60,-19,1009,0,0
673796,-151,1009,257,54,981,50,-48,1009,9,0
673812,-151,1009,257,45,990,80,-38,1028,-9,0
673828,-161,1009,237,36,981,90,-38,1028,9,0
673843,-151,990,237,45,972,70,-29,1009,19,0
673859,-171,1000,237,36,990,60,-48,1028,-9,0
673875,-151,1009,227,36,990,60,-38,1000,19,0
673890,-151,1009,227,54,981,50,-48,1009,19,0
673906,-161,980,237,54,990,50,-58,1019,0,0
673921,-161,1009,237,54,981,40,-58,1019,0,0
673937,-171,1009,237,36,981,50,-48,1028,9,0
673953,-171,1009,237,36,972,70,-48,1028,9,0
673968,-161,1000,247,27,1000,70,-48,1028,0,0
673984,-161,1000,247,9,1000,60,-48,1019,19,0
674000,-161,1000,257,36,990,60,-58,1038,-9,0
674015,-161,1009,257,36,981,40,-67,1028,0,0
674031,-171,1000,227,36,1009,50,-77,1028,0,0
674046,-161,1000,227,27,990,50,-87,1028,0,0
674062,-171,1000,227,27,990,50,-77,1009,0,0
674078,-171,990,237,18,1000,70,-67,1000,-9,0
674093,-151,1000,247,18,990,60,-97,1009,9,0
674109,-161,1000,257,27,990,60,-67,1000,-9,0
674125,-161,1000,247,36,990,40,-38,1009,-9,0
674140,-161,1000,257,36,990,60,-29,1000,9,0
674156,-161,1000,257,45,1000,50,-19,1019,19,0
674171,-151,1019,237,54,990,70,-19,1009,0,0
674187,-141,990,267,63,972,50,0,1009,9,0
674203,-151,1019,257,63,981,60,0,1009,29,0
674218,-151,1009,247,72,981,50,-19,1019,9,0
674234,-141,990,257,45,981,60,-9,1019,-9,0
674250,-161,1000,257,54,981,60,-9,1019,9,0
674265,-141,1000,247,54,981,70,0,1028,19,0
674281,-161,1019,237,54,990,60,0,1019,9,0
674296,-151,1009,257,63,981,50,9,1028,9,0
674312,-151,1000,257,72,972,70,19,1009,29,0
674328,-161,1019,247,90,981,70,-9,1038,19,0
674343,-151,1000,257,72,981,90,9,1009,38,0
674359,-161,1000,257,63,972,60,0,1009,29,0
674375,-161,990,277,54,1000,90,29,1009,19,0
674390,-151,1000,257,63,981,70,9,1019,9,0
674406,-151,1000,257,63,990,70,9,1019,9,0
674421,-151,1000,257,63,972,50,9,1019,29,0
674437,-161,1000,257,81,972,60,38,1028,0,0
674453,-151,990,267,72,990,90,29,1019,9,0
674468,-151,990,267,72,990,90,29,1019,9,0
674484,-151,1000,267,72,981,60,19,1009,29,0
674500,-141,1000,247,72,981,80,19,1009,19,0
674515,-151,990,257,72,990,60,19,1019,38,0
674531,-151,990,257,72,981,70,19,1019,38,0
674546,-181,1009,277,72,981,70,9,1019,38,0
674562,-161,1000,267,54,981,70,-9,1028,19,0
674578,-161,1000,267,63,1009,60,-9,1028,19,0
674593,-161,1009,267,72,962,60,0,1009,19,0
674609,-161,1000,247,72,962,60,0,1009,19,0
674625,-161,990,257,54,981,70,-9,1019,9,0
674640,-141,980,257,36,1000,60,-9,1009,-9,0
674656,-151,1000,237,45,990,50,-9,1000,9,0
674671,-151,1000,237,36,990,80,-9,1000,9,0
674687,-171,1000,247,45,981,60,-19,1019,9,0
674703,-161,1000,257,45,981,60,-19,1019,-19,0
674718,-171,1000,267,72,962,60,-29,1009,0,0
674734,-171,990,257,72,962,60,-9,1009,0,0
674750,-161,980,247,45,990,60,-19,1019,0,0
674765,-171,1009,257,45,990,50,-19,1019,0,0
674781,-181,1009,257,36,990,70,-9,1009,-9,0
674796,-161,1000,257,54,962,80,-19,1019,0,0
674812,-161,1000,257,45,990,70,-9,1019,19,0
674828,-181,1009,257,45,981,90,-19,1019,9,0
674843,-171,1009,257,45,981,90,-19,1019,9,0
674859,-171,1000,277,54,990,80,-38,1019,19,0
674875,-191,1009,237,54,990,80,-38,1019,19,0
674890,-181,990,247,54,1000,30,-19,1009,0,0
674906,-171,1000,247,45,990,50,-19,1009,19,0
674921,-151,1009,257,45,981,70,-19,1000,0,0
674937,-171,1000,257,45,981,80,-19,1019,0,0
674953,-171,1000,257,45,990,60,-19,1038,0,0
674968,-171,1000,257,45,990,101,-19,1019,29,0
674984,-161,990,257,54,990,70,-19,1019,29,0
675000,-161,990,267,54,990,70,-19,1038,9,0
675015,-181,990,257,54,981,70,-9,1009,9,0
675031,-171,1000,247,45,972,80,-9,1000,19,0
675046,-181,1000,237,45,990,60,-19,1028,38,0
675062,-171,1000,237,36,981,70,-29,1000,0,0
675078,-181,1019,247,27,990,70,-38,1019,29,0
675093,-181,1000,247,36,981,50,-48,1028,0,0
675109,-191,1000,247,27,990,70,-48,1019,0,0
675125,-181,1009,247,36,1009,60,-38,1019,19,0
675140,-191,1000,227,27,990,70,-38,1038,-9,0
675156,-191,1000,227,18,1000,60,-38,1019,-9,0
675171,-191,990,227,18,1000,60,-38,1019,0,0
675187,-181,990,227,18,990,70,-38,1019,0,0
675203,-171,990,247,36,981,70,-58,1019,-9,0
675218,-181,1000,237,27,990,80,-48,1009,0,0
675234,-202,1009,227,18,981,60,-58,1028,0,0
675250,-191,990,247,9,990,70,-48,1028,-9,0
675265,-191,1000,237,18,1000,50,-58,1028,0,0
675281,-181,980,237,18,981,60,-48,1000,-9,0
675296,-191,1000,247,0,981,50,-77,1019,-19,0
675312,-181,1009,217,9,1000,40,-67,1019,-9,0
675328,-202,1000,217,9,990,50,-77,1019,-9,0
675343,-202,1009,237,-9,1009,50,-97,1019,0,0
675359,-181,1000,217,9,981,60,-67,1009,0,0
675375,-191,990,227,9,981,80,-87,1028,9,0
675390,-191,1000,237,0,972,90,-77,1019,0,0
675406,-202,990,217,0,1000,50,-67,1009,19,0
675421,-202,990,217,0,1000,50,-67,1009,19,0
675437,-191,1009,237,0,990,40,-58,1019,9,0
675453,-181,990,227,18,1009,50,-67,1047,-9,0
675468,-202,1009,227,9,1000,60,-58,1019,0,0
675484,-181,1019,227,0,1000,50,-67,1019,9,0
675500,-181,1000,217,18,990,70,-58,1000,-29,0
675515,-191,1009,247,27,990,70,-58,1028,-29,0
675531,-181,1000,227,18,1000,90,-67,1000,-9,0
675546,-191,1009,237,18,981,60,-58,1009,-19,0
675562,-202,1000,237,0,981,50,-48,990,-9,0
675578,-171,990,257,36,981,50,-77,1028,-9,0
675593,-181,1000,227,36,981,80,-58,1019,0,0
675609,-191,1009,237,27,990,80,-48,1019,19,0
675625,-181,990,247,27,1000,70,-58,1028,19,0
675640,-171,990,237,27,990,70,-38,1028,29,0
675656,-171,1000,237,36,981,70,-29,1019,19,0
675671,-171,1000,247,45,972,80,-29,1009,0,0
675687,-171,1000,267,36,990,60,-29,1009,9,0
675703,-181,990,227,45,981,60,-38,1000,9,0
675718,-161,990,237,36,981,80,-38,1028,0,0
675734,-171,1009,237,45,990,70,-38,1028,0,0
675750,-171,990,257,72,1000,60,-29,1019,9,0
675765,-181,1009,247,72,1000,60,-38,1000,19,0
675781,-171,990,267,45,981,80,-29,1019,29,0
675796,-161,1009,267,45,990,80,-29,1019,19,0
675812,-161,990,257,45,990,70,-19,1028,38,0
675828,-171,980,257,36,990,101,-29,1028,29,0
675843,-181,990,257,36,990,101,-19,1019,19,0
675859,-161,990,247,27,990,60,-19,1009,19,0
675875,-161,1009,247,36,972,60,-9,1009,9,0
675890,-171,1000,247,54,981,80,0,1000,19,0
675906,-171,1000,247,63,990,50,-19,1019,38,0
675921,-171,1000,247,54,981,80,-19,1009,48,0
675937,-181,990,257,54,990,70,-9,1028,19,0
675953,-161,990,257,36,981,60,-19,1028,9,0
675968,-171,1019,247,54,990,90,-19,1038,0,0
675984,-171,1019,247,45,990,50,-29,1028,19,0
676000,-171,990,257,36,1000,60,-19,1028,19,0
676015,-181,1000,267,27,990,60,-29,1019,9,0
676031,-171,990,227,27,990,70,-48,1028,29,0
676046,-181,990,247,36,972,80,-19,1009,9,0
676062,-161,1009,267,54,990,60,-38,1009,19,0
676078,-171,990,247,54,972,70,-19,990,29,0
676093,-161,990,247,36,990,70,-29,1028,9,0
676109,-171,990,257,54,990,70,-29,1009,38,0
676125,-171,1000,257,72,990,90,-9,1019,58,0
676140,-171,990,267,100,990,191,-9,1057,58,0
676156,-161,1000,267,36,990,60,-38,1019,77,0
676171,-191,1000,257,27,990,60,-38,1019,77,0
676187,-181,1009,257,18,981,40,-29,1038,38,0
676203,-161,1009,247,54,990,80,-29,1019,-9,0
676218,-151,1000,237,72,981,80,0,990,0,0
676234,-171,990,257,81,981,80,-9,1009,0,0
676250,-161,990,267,63,981,101,0,1019,9,0
676265,-161,1000,247,54,962,70,-9,1000,19,0
676281,-161,1000,257,36,990,40,-9,1019,0,0
676296,-191,1000,247,36,990,60,-9,1019,-9,0
676312,-161,1000,247,45,990,60,-9,990,0,0
676328,-161,1000,237,72,981,60,-29,1009,0,0
676343,-171,1009,247,63,990,70,-9,1019,38,0
676359,-161,1009,247,63,972,80,-9,1019,38,0
676375,-161,1000,247,45,990,50,0,1019,19,0
676390,-141,1000,257,54,990,70,0,1019,19,0
676406,-181,1009,267,72,990,40,0,1009,29,0
676421,-171,1000,247,72,981,60,0,1019,19,0
676437,-151,990,267,72,990,60,19,1028,58,0
676453,-161,1009,247,72,972,80,9,1009,9,0
676468,-161,1000,247,45,990,60,-9,1019,29,0
676484,-161,1000,267,36,990,70,0,1019,9,0
676500,-161,1009,237,36,990,70,-9,1019,9,0
676515,-161,1000,277,54,981,80,-9,1009,19,0
676531,-161,1000,257,45,981,90,-9,1009,19,0
676546,-161,990,257,45,981,80,-19,1009,29,0
676562,-171,1009,267,45,972,70,-19,1009,29,0
676578,-161,1000,247,45,990,70,-19,1028,29,0
676593,-161,1000,247,45,990,80,-19,1009,29,0
676609,-161,1009,257,54,981,70,-29,1019,19,0
676625,-171,990,267,63,972,70,-19,1028,29,0
676640,-171,1009,257,36,990,80,-19,1009,0,0
676656,-181,1009,247,54,1000,40,-29,1019,9,0
676671,-161,990,257,45,972,70,-38,1019,29,0
676687,-181,1009,247,36,981,70,-38,1019,0,0
676703,-171,1000,257,54,981,70,-19,1009,19,0
676718,-181,1000,257,54,981,50,-38,1009,29,0
676734,-161,990,257,54,981,50,-29,1019,9,0
676750,-171,1000,257,45,981,70,-29,1019,48,0
676765,-181,1000,247,36,972,70,-29,1028,38,0
676781,-151,1009,227,45,1000,70,-19,1028,-9,0
676796,-171,1000,247,54,990,60,-19,1028,29,0
676812,-161,1000,247,45,990,80,-19,1028,19,0
676828,-161,990,257,45,990,70,-9,1028,9,0
676843,-171,1000,247,54,981,80,-19,1009,9,0
676859,-171,1009,247,45,981,70,-19,1019,9,0
676875,-171,1000,237,45,990,60,-19,1028,9,0
676890,-171,1009,237,54,981,80,-9,1000,29,0
676906,-161,990,247,36,981,50,-29,1019,29,0
676921,-171,990,237,45,990,60,-19,1028,0,0
676937,-151,1009,237,45,981,70,-9,1019,19,0
676953,-151,1009,237,36,990,70,-9,1000,29,0
676968,-161,1000,247,45,990,70,-29,1019,29,0
676984,-171,1000,237,54,990,50,-9,1009,19,0
677000,-161,1000,247,63,981,60,-9,1028,9,0
677015,-161,990,237,45,990,60,-9,1019,-9,0
677031,-141,990,247,63,990,50,-9,1019,19,0
677046,-161,1000,247,45,981,50,-9,1019,9,0
677062,-141,1000,247,45,990,80,0,1019,38,0
677078,-161,1000,237,63,972,40,-9,1047,58,0
677093,-161,1000,237,36,990,30,-19,1019,19,0
677109,-161,1009,257,36,990,30,-9,1019,19,0
677125,-161,990,237,27,990,30,-9,1019,0,0
677140,-151,1000,237,45,990,30,-19,1028,-19,0
677156,-151,1000,227,36,990,40,-9,1009,0,0
677171,-161,1009,257,36,990,40,-19,1019,-9,0
677187,-161,1000,227,36,981,50,-19,1019,0,0
677203,-151,1000,237,27,981,40,-19,1019,9,0
677218,-161,1009,237,45,1000,30,-19,1009,0,0
677234,-161,1000,227,45,981,50,-9,1009,-29,0
677250,-161,1000,227,54,990,20,-9,1000,9,0
677265,-151,1000,237,36,981,40,-19,1009,-9,0
677281,-151,1000,237,36,990,40,-19,1009,-9,0
677296,-181,1009,237,45,981,40,-19,1009,9,0
677312,-161,1009,237,36,981,40,-29,1019,9,0
677328,-161,990,247,36,990,60,-9,1038,-9,0
677343,-161,990,247,45,990,50,-9,1019,19,0
677359,-181,990,227,36,990,40,-19,1019,19,0
677375,-171,990,227,45,972,50,-19,1019,-9,0
677390,-171,1000,237,45,962,40,-9,1028,-19,0
677406,-171,1000,237,45,990,40,-19,1009,0,0
677421,-171,1000,237,45,981,50,-29,1009,9,0
677437,-171,1000,227,36,990,40,-9,1009,19,0
677453,-161,1009,237,36,990,60,-19,1028,19,0
677468,-161,990,267,54,972,60,0,1028,9,0
677484,-171,1000,247,54,981,40,-9,1019,29,0
677500,-171,1000,247,54,981,60,-19,1028,9,0
677515,-161,990,237,45,981,70,0,1019,-9,0
677531,-151,1000,247,45,981,70,0,1009,9,0
677546,-171,990,247,36,990,60,-19,1019,9,0
677562,-171,1009,237,45,990,60,-19,1019,0,0
677578,-161,1000,237,36,990,30,-29,1019,29,0
677593,-181,1000,237,36,981,60,-29,1028,19,0
677609,-161,1000,247,45,972,70,-19,1019,19,0
677625,-151,1000,227,45,990,50,-19,1019,19,0
677640,-161,1000,257,63,981,60,-19,1019,9,0
677656,-171,1000,267,45,981,60,0,1019,9,0
677671,-161,1009,237,45,981,40,-19,1009,29,0
677687,-161,1000,227,54,1000,50,-19,1019,0,0
677703,-171,1009,247,36,981,50,-9,1019,-9,0
677718,-161,1000,237,27,981,60,-9,1028,0,0
677734,-161,1000,237,36,1000,80,-9,1047,0,0
677750,-161,990,217,45,1000,60,-9,1019,9,0
677765,-161,990,257,45,990,60,0,1028,0,0
677781,-161,1009,237,45,981,50,-9,1019,19,0
677796,-151,1009,247,54,972,70,-19,1019,38,0
677812,-171,1009,257,63,990,60,-9,1028,9,0
677828,-161,990,237,54,981,60,-19,1028,9,0
677843,-161,1019,227,27,981,50,-29,1038,-19,0
677859,-171,1000,237,27,990,50,-19,1028,0,0
677875,-181,1009,217,18,990,60,0,1000,0,0
677890,-171,1000,237,45,990,60,-19,1019,0,0
677906,-151,990,227,36,990,70,-19,1009,0,0
677921,-171,1000,267,45,990,60,-9,1009,0,0
677937,-171,1009,227,54,981,60,-19,1009,9,0
677953,-181,1009,247,45,990,60,-19,1019,-19,0
677968,-171,990,247,36,990,60,-19,1000,-9,0
677984,-181,1000,237,36,1009,40,-29,1009,-9,0
678000,-171,1009,227,36,981,50,-29,1009,-9,0
678015,-181,990,237,45,962,50,-19,1028,0,0
678031,-171,1000,237,45,990,60,-29,1019,-19,0
678046,-181,1000,237,45,990,70,-29,1019,-19,0
678062,-181,1000,257,36,990,60,-29,1019,-9,0
678078,-161,1000,237,36,990,70,-19,1009,0,0
678093,-191,1009,237,36,990,80,-19,1009,0,0
678109,-171,1000,257,45,990,80,-9,1019,0,0
